m_row$$,awg_id,aufwandbedingung,sortier_nr,m_aufwand,m_aufwand_einheit,w_aufwand_von,w_aufwand_bis,w_aufwand_einheit
AAAxbuAAEAAAAQVABf,007508-00/00-016, ,1,100.0,CQ,,,
AAAxbuAAEAAAAQVABg,008527-00/00-002, ,1,18.0,LH,300.0,750.0,LH
AAAxbuAAEAAAAQVABh,008527-00/01-001, ,1,22.5,LH,300.0,500.0,LH
AAAxbuAAEAAAAQVABi,008527-00/01-002, ,1,22.5,LH,300.0,500.0,LH
AAAxbuAAEAAAAQVABj,008527-00/02-001, ,1,22.5,LH,200.0,500.0,LH
AAAxbuAAEAAAAQVABk,008570-00/00-002, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABl,008570-00/00-003, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABm,008570-00/00-004, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABn,008570-00/00-005, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABo,008570-00/00-006, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABp,008570-00/00-008, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABq,008570-00/00-009, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABr,008570-00/00-011, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABs,008570-00/00-012, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABt,008570-00/00-014, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABu,008570-00/00-015, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABv,008570-00/00-016, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABw,008570-00/00-017, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABx,008570-00/00-018, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAAQVABy,008570-00/03-001, ,1,3.0,LH,50.0,150.0,LH
AAAxbuAAEAAAAQVABz,008570-00/03-002, ,1,3.0,LH,50.0,150.0,LH
AAAxbuAAEAAAAQVAB0,00A065-00/00-001, ,1,1.0,LH,200.0,500.0,LH
AAAxbuAAEAAAAQVAB1,00A065-00/00-002, ,1,1.0,LH,300.0,600.0,LH
AAAxbuAAEAAAAQVAB2,00A065-00/00-003,GR052,2,0.75,LH,900.0,900.0,LH
AAAxbuAAEAAAAQVAB3,00A065-00/00-003,GR125,3,1.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAAAQVAB4,00A065-00/00-003,GR050,1,0.5,LH,600.0,600.0,LH
AAAxbuAAEAAAAQVAB5,00A065-00/00-004, ,1,1.0,LH,200.0,600.0,LH
AAAxbuAAEAAAAQVAB6,00A065-00/00-005, ,1,1.0,LH,200.0,600.0,LH
AAAxbuAAEAAAAQJAB6,00B229-00/00-035, ,1,1.0,KH,1600.0,2000.0,LH
AAAxbuAAEAAAAQJAB7,00B229-00/00-036, ,1,25.0,KH,20000.0,50000.0,LH
AAAxbuAAEAAAAQJAB8,00B229-00/00-037, ,1,10.0,KH,10000.0,20000.0,LH
AAAxbuAAEAAAAQJAB9,00B229-00/00-038, ,1,10.0,KH,10000.0,20000.0,LH
AAAxbuAAEAAAAQJAB+,00B229-00/00-039, ,1,2.5,KH,1600.0,2000.0,LH
AAAxbuAAEAAAAQJAB/,00B229-00/00-040, ,1,2.5,KH,1600.0,2000.0,LH
AAAxbuAAEAAAAQJACA,00B229-00/00-041,PSJ,1,2.5,KH,,,
AAAxbuAAEAAAAQJACB,00B229-00/00-042,BL06,1,1.0,KH,200.0,2000.0,LH
AAAxbuAAEAAAAQJACC,00B229-00/00-043, ,1,25.0,KH,20000.0,50000.0,LH
AAAxbuAAEAAAAQJACD,00B229-00/00-044, ,1,10.0,KH,10000.0,20000.0,LH
AAAxbuAAEAAAAQJACE,00B229-00/00-045, ,1,10.0,KH,10000.0,20000.0,LH
AAAxbuAAEAAAAQJACF,00B229-00/00-046, ,1,2.5,KH,1600.0,2000.0,LH
AAAxbuAAEAAAAQJACG,00B229-00/00-047, ,1,2.5,KH,1600.0,2000.0,LH
AAAxbuAAEAAAAQJACH,00B229-00/00-048,PSJ,1,2.5,KH,,,
AAAxbuAAEAAAAQJACI,00B229-00/00-049, ,1,2.25,KH,2400.0,4500.0,LH
AAAxbuAAEAAAAQJACJ,00B229-00/00-050, ,1,2.25,KH,2400.0,4500.0,LH
AAAxbuAAEAAAAQJACK,00B229-00/00-051, ,1,25.0,KH,20000.0,50000.0,LH
AAAxbuAAEAAAAQKAAA,00B229-00/00-052, ,1,1.0,KH,200.0,2000.0,LH
AAAxbuAAEAAAAQKAAB,00B229-00/01-001, ,1,25.0,KH,20000.0,50000.0,LH
AAAxbuAAEAAAAQKAAC,00B229-00/01-002, ,1,10.0,KH,10000.0,20000.0,LH
AAAxbuAAEAAAAQKAAD,00B229-00/01-003, ,1,10.0,KH,10000.0,20000.0,LH
AAAxbuAAEAAAAQKAAE,00B229-00/01-006, ,1,25.0,KH,20000.0,50000.0,LH
AAAxbuAAEAAAAQKAAF,00B229-00/01-007, ,1,10.0,KH,10000.0,20000.0,LH
AAAxbuAAEAAAAQKAAG,00B229-00/01-008, ,1,10.0,KH,10000.0,20000.0,LH
AAAxbuAAEAAAAQKAAH,00B229-00/01-011, ,1,25.0,KH,20000.0,50000.0,LH
AAAxbuAAEAAAC8ZAAD,008405-60/07-003, ,1,0.5,LH,400.0,1000.0,LH
AAAxbuAAEAAAC8ZAAE,008405-61/07-003, ,1,0.5,LH,400.0,1000.0,LH
AAAxbuAAEAAAC8ZAAF,028865-60/00-001, ,1,1.2,LH,200.0,400.0,LH
AAAxbuAAEAAAC8ZAAG,00B183-60/00-002, ,1,2.0,LH,100.0,400.0,LH
AAAxbuAAEAAAC8ZAAH,00B183-60/00-003, ,1,4.0,LH,100.0,400.0,LH
AAAxbuAAEAAAC8ZAAI,00B183-60/00-009, ,1,33.0,%%,,,
AAAxbuAAEAAAC8ZAAJ,00B183-60/00-016, ,1,5.0,LH,200.0,200.0,LH
AAAxbuAAEAAAC8ZAAK,00B183-60/00-017, ,1,2.0,LH,200.0,200.0,LH
AAAxbuAAEAAAC8ZAAL,00B183-60/00-018, ,1,33.0,%%,,,
AAAxbuAAEAAAC8ZAAM,005177-60/00-001, ,0,0.6,K5,,165.0,L5
AAAxbuAAEAAAC8ZAAN,005177-60/01-001, ,0,1.5,KH,,500.0,LH
AAAxbuAAEAAAC8ZAAO,005177-60/01-002, ,0,1.5,KH,,500.0,LH
AAAxbuAAEAAAC8ZAAP,005177-60/01-003, ,0,0.6,K5,,165.0,L5
AAAxbuAAEAAAC8ZAAQ,005177-60/01-004, ,1,1.5,KH,,500.0,LH
AAAxbuAAEAAAC8ZAAR,005177-60/02-001, ,0,0.6,K5,,165.0,L5
AAAxbuAAEAAAC8ZAAS,005177-60/04-001, ,0,0.6,K5,,165.0,L5
AAAxbuAAEAAAC8ZAAT,005177-60/09-001, ,1,1.5,KH,1000.0,2000.0,LH
AAAxbuAAEAAAC8ZAAU,00B243-60/00-001,ABE,1,0.3,LH,200.0,400.0,LH
AAAxbuAAEAAAC8ZAAV,00B243-60/00-001,ABZ,2,0.3,LH,200.0,400.0,LH
AAAxbuAAEAAAC8ZAAW,00B243-60/00-002, ,1,0.6,LH,200.0,400.0,LH
AAAxbuAAEAAAC8ZAAX,00B243-60/00-003, ,1,0.3,LH,200.0,400.0,LH
AAAxbuAAEAAAC8ZAAY,00B243-60/00-004, ,1,0.6,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kABY,008996-61/00-006, ,1,0.3,KH,200.0,400.0,LH
AAAxbuAAEAAAC8kABZ,008996-60/00-007, ,1,0.4,KH,200.0,400.0,LH
AAAxbuAAEAAAC8kABa,008996-61/00-007, ,1,0.4,KH,200.0,400.0,LH
AAAxbuAAEAAAC8kABb,008996-60/00-008, ,1,0.5,KH,200.0,400.0,LH
AAAxbuAAEAAAC8kABc,008996-61/00-008, ,1,0.5,KH,200.0,400.0,LH
AAAxbuAAEAAAC8kABd,008996-60/00-009, ,1,0.5,KH,200.0,400.0,LH
AAAxbuAAEAAAC8kABe,008996-61/00-009, ,1,0.5,KH,200.0,400.0,LH
AAAxbuAAEAAAC8kABf,006177-60/00-001, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABg,006177-61/00-001, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABh,006177-60/00-002, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABi,006177-61/00-002, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABj,006177-60/00-003, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABk,006177-61/00-003, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABl,006177-60/00-004, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABm,006177-61/00-004, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABn,006177-60/00-005, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABo,006177-61/00-005, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABp,006177-60/00-006, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABq,006177-61/00-006, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABr,006177-60/00-007, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABs,006177-61/00-007, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABt,006177-60/00-008, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABu,006177-61/00-008, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABv,006177-60/00-009, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABw,006177-61/00-009, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kABx,006177-60/00-010, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABy,006177-61/00-010, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kABz,006177-60/00-011, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kAB0,006177-61/00-011, ,1,1000.0,LH,,,
AAAxbuAAEAAAC8kAB1,006177-60/00-012, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kAB2,006177-61/00-012, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8kAB3,007932-60/00-002, ,1,3.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kAB4,007932-61/00-002, ,1,3.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kAB5,007932-60/01-001, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kAB6,007932-61/01-001, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kAB7,007932-60/01-002, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kAB8,007932-61/01-002, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kAB9,008745-60/00-002, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kAB+,008745-60/00-003, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kAB/,008745-60/00-010, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kACA,008745-60/00-013, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kACB,008745-60/00-014, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC8kACC,00A584-60/00-001, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACD,00A584-61/00-001, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACE,00A584-60/00-002, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACF,00A584-61/00-002, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACG,00A584-60/00-003, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACH,00A584-61/00-003, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACI,00A584-60/00-004, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACJ,00A584-61/00-004, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACK,00A584-60/00-005, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACL,00A584-61/00-005, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACM,00A584-60/00-006, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACN,00A584-61/00-006, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACO,00A584-60/00-007, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACP,00A584-61/00-007, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACQ,00A584-60/00-008, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACR,00A584-61/00-008, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8kACS,00A584-60/00-009, ,1,1.0,LH,200.0,300.0,LH
AAAxbuAAEAAAC8lAAA,00A351-60/00-008, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8lAAB,00A351-60/00-009, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8lAAC,00A351-60/00-010, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8lAAD,00A351-60/00-011, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8lAAE,00A351-60/00-012, ,1,100.0,CQ,,,
AAAxbuAAEAAAC8lAAF,00A679-60/00-001, ,1,5.3,CQ,20.0,50.0,CQ
AAAxbuAAEAAAC8lAAG,00A679-60/00-002, ,1,5.3,CQ,20.0,50.0,CQ
AAAxbuAAEAAAC8lAAH,00A679-60/00-003, ,1,5.3,CQ,20.0,50.0,CQ
AAAxbuAAEAAAC8lAAI,00A679-60/00-004, ,1,5.3,CQ,20.0,50.0,CQ
AAAxbuAAEAAAC8lAAJ,00A679-60/00-005, ,1,5.3,CQ,20.0,50.0,CQ
AAAxbuAAEAAAC8lAAK,00A679-60/00-006, ,1,5.3,CQ,20.0,50.0,CQ
AAAxbuAAEAAAC8lAAL,00A679-60/00-007, ,1,5.3,CQ,20.0,50.0,CQ
AAAxbuAAEAAAC8lAAM,00A679-60/00-016, ,1,5.3,CQ,20.0,50.0,CQ
AAAxbuAAEAAAC8lAAN,00A679-60/00-022,UFEGV,1,2.5,CQ,20.0,20.0,CQ
AAAxbuAAEAAAC8lAAO,00A679-60/00-023,UFEGV,1,2.5,CQ,20.0,20.0,CQ
AAAxbuAAEAAAC8lAAP,00A679-60/00-024,UFEGV,1,2.5,CQ,20.0,20.0,CQ
AAAxbuAAEAAAC8lAAQ,00A679-60/00-025,UFEGV,1,2.5,CQ,20.0,20.0,CQ
AAAxbuAAEAAAC8lAAR,00A679-60/00-026,UFEGV,1,2.5,CQ,20.0,20.0,CQ
AAAxbuAAEAAAC8lAAS,00A679-60/00-027,UFEGV,1,2.5,CQ,20.0,20.0,CQ
AAAxbuAAEAAAC8lAAT,00A679-60/00-028,UFEGV,1,2.5,CQ,20.0,20.0,CQ
AAAxbuAAEAAAC8lAAU,00A679-60/00-029,UFEGV,1,2.5,CQ,20.0,20.0,CQ
AAAxbuAAEAAAC8lAAV,007507-60/00-001, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAW,007507-61/00-001, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAX,007507-62/00-001, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAY,007507-63/00-001, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAZ,007507-64/00-001, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAa,007507-60/00-002, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAb,007507-61/00-002, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAc,007507-62/00-002, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAd,007507-63/00-002, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAe,007507-64/00-002, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAf,007507-60/00-003, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAg,007507-61/00-003, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAh,007507-62/00-003, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAi,007507-63/00-003, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAj,007507-64/00-003, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAk,007507-60/00-004, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAl,007507-61/00-004, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAm,007507-62/00-004, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAn,007507-63/00-004, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAAC8lAAo,007507-64/00-004, ,1,13.0,CQ,87.0,87.0,CQ
AAAxbuAAEAAADctAA5,052273-00/00-018,GR050,1,2.5,KH,,,
AAAxbuAAEAAADctAA6,052273-00/00-018,GR052,2,3.75,KH,,,
AAAxbuAAEAAADctAA7,052273-00/00-018,GR125,3,5.0,KH,,,
AAAxbuAAEAAADctAA8,007214-00/20-001,AMA,1,0.4,LH,500.0,1500.0,LH
AAAxbuAAEAAADctAA9,007214-00/20-001,AMK,2,0.8,LH,,,
AAAxbuAAEAAADctAA+,007214-00/20-001,LWF,3,0.16,LHL,200.0,600.0,LHL
AAAxbuAAEAAADctAA/,007214-00/20-002,AMA,1,0.4,LH,500.0,1500.0,LH
AAAxbuAAEAAADctABA,007214-00/20-002,AMK,2,0.8,LH,,,
AAAxbuAAEAAADctABB,007214-00/20-002,LWF,3,0.16,LHL,200.0,600.0,LHL
AAAxbuAAEAAADctABC,007214-00/20-003,AMA,1,0.6,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABD,007214-00/20-003,AMK,2,1.2,LH,,,
AAAxbuAAEAAADctABE,007214-00/20-003,LWF,3,0.3,LHL,150.0,750.0,LHL
AAAxbuAAEAAADctABF,007214-00/20-004,AMA,1,0.6,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABG,007214-00/20-004,AMK,2,1.2,LH,,,
AAAxbuAAEAAADctABH,007214-00/20-004,LWF,3,0.3,LHL,150.0,750.0,LHL
AAAxbuAAEAAADctABI,007214-00/20-005,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABJ,007214-00/20-005,AMK,2,0.4,LH,,,
AAAxbuAAEAAADctABK,007214-00/20-005,LWF,3,0.16,LHL,120.0,600.0,LHL
AAAxbuAAEAAADctABL,007214-00/20-006,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABM,007214-00/20-006,AMK,2,0.4,LH,,,
AAAxbuAAEAAADctABN,007214-00/20-006,LWF,3,0.16,LHL,120.0,600.0,LHL
AAAxbuAAEAAADctABO,007214-00/20-007,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABP,007214-00/20-007,AMK,2,0.4,LH,,,
AAAxbuAAEAAADctABQ,007214-00/20-007,LWF,3,0.16,LHL,120.0,600.0,LHL
AAAxbuAAEAAADctABR,007214-00/20-008,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABS,007214-00/20-008,AMK,2,0.4,LH,,,
AAAxbuAAEAAADctABT,007214-00/20-008,LWF,3,0.16,LHL,120.0,600.0,LHL
AAAxbuAAEAAADctABU,007214-00/20-009,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABV,007214-00/20-009,AMK,2,0.4,LH,,,
AAAxbuAAEAAADctABW,007214-00/20-009,LWF,3,0.16,LHL,120.0,600.0,LHL
AAAxbuAAEAAADctABX,007214-00/20-010,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABY,007214-00/20-010,AMK,2,0.4,LH,,,
AAAxbuAAEAAADctABZ,007214-00/20-010,LWF,3,0.16,LHL,120.0,600.0,LHL
AAAxbuAAEAAADctABa,007214-00/20-011,AMA,1,0.4,LH,500.0,1500.0,LH
AAAxbuAAEAAADctABb,007214-00/20-011,AMK,2,0.8,LH,,,
AAAxbuAAEAAADctABc,007214-00/20-011,LWF,3,0.16,LHL,200.0,600.0,LHL
AAAxbuAAEAAADctABd,007214-00/20-012,AMA,1,0.4,LH,500.0,1500.0,LH
AAAxbuAAEAAADctABe,007214-00/20-012,AMK,2,0.8,LH,,,
AAAxbuAAEAAADctABf,007214-00/20-012,LWF,3,0.16,LHL,200.0,600.0,LHL
AAAxbuAAEAAADctABg,007214-00/20-013,AMA,1,0.4,LH,500.0,1500.0,LH
AAAxbuAAEAAADctABh,007214-00/20-013,AMK,2,0.8,LH,,,
AAAxbuAAEAAADctABi,007214-00/20-013,LWF,3,0.16,LHL,200.0,600.0,LHL
AAAxbuAAEAAADctABj,007214-00/20-014,AMA,1,0.4,LH,500.0,1500.0,LH
AAAxbuAAEAAADctABk,007214-00/20-014,AMK,2,0.8,LH,,,
AAAxbuAAEAAADctABl,007214-00/20-014,LWF,3,0.16,LHL,200.0,600.0,LHL
AAAxbuAAEAAADctABm,007214-00/20-015,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABn,007214-00/20-015,AMK,2,0.4,LH,,,
AAAxbuAAEAAADctABo,007214-00/20-015,LWF,3,0.16,LHL,120.0,600.0,LHL
AAAxbuAAEAAADctABp,007214-00/20-016,AMA,1,0.6,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABq,007214-00/20-016,AMK,2,1.2,LH,,,
AAAxbuAAEAAADctABr,007214-00/20-016,LWF,3,0.3,LHL,150.0,750.0,LHL
AAAxbuAAEAAADctABs,007214-00/20-017,AMA,1,0.6,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABt,007214-00/20-017,AMK,2,1.2,LH,,,
AAAxbuAAEAAADctABu,007214-00/20-017,LWF,3,0.3,LHL,150.0,750.0,LHL
AAAxbuAAEAAADctABv,007214-00/20-018,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABw,007214-00/20-018,AMK,2,0.4,LH,,,
AAAxbuAAEAAADctABx,007214-00/20-018,LWF,3,0.16,LHL,120.0,600.0,LHL
AAAxbuAAEAAADctABy,007214-00/20-019,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADctABz,007214-00/20-019,AMK,2,0.4,LH,,,
AAAxbuAAEAAADctAB0,007214-00/20-019,LWF,3,0.16,LHL,120.0,600.0,LHL
AAAxbuAAEAAADctAB1,007214-00/20-020,AMA,1,0.4,LH,300.0,1500.0,LH
AAAxbuAAEAAADrBABa,043743-67/00-056,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADrBABb,043743-68/00-056,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADrBABc,043743-69/00-056,GR050,1,12.0,LH,600.0,600.0,LH
AAAxbuAAEAAADrBABd,043743-61/00-056,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADrBABe,043743-62/00-056,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADrBABf,043743-63/00-056,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADrBABg,043743-64/00-056,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADrBABh,043743-65/00-056,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADrBABi,043743-66/00-056,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADrBABj,043743-67/00-056,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADrBABk,043743-68/00-056,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADrBABl,043743-69/00-056,GR052,2,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADrBABm,043743-61/00-056,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrBABn,043743-62/00-056,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrBABo,043743-63/00-056,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrBABp,043743-64/00-056,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrBABq,043743-65/00-056,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrBABr,043743-66/00-056,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrBABs,043743-67/00-056,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrBABt,043743-68/00-056,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrBABu,043743-69/00-056,GR125,3,24.0,LH,1200.0,1200.0,LH
AAAxbuAAEAAADrBABv,043743-61/00-057,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrBABw,043743-62/00-057,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrBABx,043743-63/00-057,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrBABy,043743-64/00-057,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrBABz,043743-65/00-057,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrBAB0,043743-66/00-057,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrBAB1,043743-67/00-057,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrBAB2,043743-68/00-057,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrBAB3,043743-69/00-057,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADrBAB4,043743-61/00-057,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrBAB5,043743-62/00-057,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrBAB6,043743-63/00-057,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrBAB7,043743-64/00-057,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrBAB8,043743-65/00-057,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrBAB9,043743-66/00-057,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrBAB+,043743-67/00-057,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrBAB/,043743-68/00-057,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrBACA,043743-69/00-057,GR052,2,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADrBACB,043743-61/00-057,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADrBACC,043743-62/00-057,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADrBACD,043743-63/00-057,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADrCAAA,043743-64/00-057,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADrCAAB,043743-65/00-057,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADrCAAC,043743-66/00-057,GR125,3,2.4,CQ,120.0,120.0,CQ
