m_row$$,awg_id,aufwandbedingung,sortier_nr,m_aufwand,m_aufwand_einheit,w_aufwand_von,w_aufwand_bis,w_aufwand_einheit
AAAxbuAAEAAAC9nABS,024459-60/00-003,ES61,2,1.2,KH,,800.0,LH
AAAxbuAAEAAAC9nABT,024459-61/00-003,ES61,2,1.2,KH,,800.0,LH
AAAxbuAAEAAAC9nABU,024459-60/01-001,BAW,1,0.4,KH,,400.0,LH
AAAxbuAAEAAAC9nABV,024459-61/01-001,BAW,1,0.4,KH,,400.0,LH
AAAxbuAAEAAAC9nABW,024459-60/01-001,ES61,2,0.8,KH,,800.0,LH
AAAxbuAAEAAAC9nABX,024459-61/01-001,ES61,2,0.8,KH,,800.0,LH
AAAxbuAAEAAAC9nABY,024459-60/01-001,ES71,3,1.2,KH,,1200.0,LH
AAAxbuAAEAAAC9nABZ,024459-61/01-001,ES71,3,1.2,KH,,1200.0,LH
AAAxbuAAEAAAC9nABa,024459-60/01-001,ES75,4,1.6,KH,,1600.0,LH
AAAxbuAAEAAAC9nABb,024459-61/01-001,ES75,4,1.6,KH,,1600.0,LH
AAAxbuAAEAAAC9nABc,024459-60/01-003,BAW,1,0.6,KH,,400.0,LH
AAAxbuAAEAAAC9nABd,024459-61/01-003,BAW,1,0.6,KH,,400.0,LH
AAAxbuAAEAAAC9nABe,024459-60/01-003,ES61,2,1.2,KH,,800.0,LH
AAAxbuAAEAAAC9nABf,024459-61/01-003,ES61,2,1.2,KH,,800.0,LH
AAAxbuAAEAAAC9nABg,024459-60/01-005,BAW,1,0.6,KH,,400.0,LH
AAAxbuAAEAAAC9nABh,024459-61/01-005,BAW,1,0.6,KH,,400.0,LH
AAAxbuAAEAAAC9nABi,024459-60/01-005,ES61,2,1.2,KH,,800.0,LH
AAAxbuAAEAAAC9nABj,024459-61/01-005,ES61,2,1.2,KH,,800.0,LH
AAAxbuAAEAAAC9nABk,024459-60/02-001,BC37,1,1.87,KH,,1000.0,LH
AAAxbuAAEAAAC9nABl,024459-61/02-001,BC37,1,1.87,KH,,1000.0,LH
AAAxbuAAEAAAC9nABm,024459-60/02-001,BC55,2,3.74,KH,,2000.0,LH
AAAxbuAAEAAAC9nABn,024459-61/02-001,BC55,2,3.74,KH,,2000.0,LH
AAAxbuAAEAAAC9nABo,024459-60/02-001,BC56,3,4.68,KH,,2500.0,LH
AAAxbuAAEAAAC9nABp,024459-61/02-001,BC56,3,4.68,KH,,2500.0,LH
AAAxbuAAEAAAC9nABq,00B114-60/01-001, ,1,3.5,LH,200.0,400.0,LH
AAAxbuAAEAAAC9nABr,00B114-60/01-008, ,1,3.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9nABs,00B114-60/01-009, ,1,3.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9nABt,00B114-60/01-012, ,1,3.5,LH,200.0,400.0,LH
AAAxbuAAEAAAC9nABu,00B114-60/01-013, ,1,5.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9nABv,00B114-60/01-014, ,1,3.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9nABw,007626-60/00-001,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nABx,007626-61/00-001,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nABy,007626-60/00-002,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9nABz,007626-61/00-002,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9nAB0,007626-60/00-003,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nAB1,007626-61/00-003,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nAB2,007626-60/00-004,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9nAB3,007626-61/00-004,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9nAB4,007626-60/00-005,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nAB5,007626-61/00-005,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nAB6,007626-60/00-006,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9nAB7,007626-61/00-006,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9nAB8,007626-60/00-007,GR050,1,4.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nAB9,007626-61/00-007,GR050,1,4.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nAB+,007626-60/00-008,GR050,1,4.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nAB/,007626-61/00-008,GR050,1,4.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nACA,007626-60/00-009,GR050,1,4.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nACB,007626-61/00-009,GR050,1,4.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nACC,007626-60/00-010,GR050,1,4.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nACD,007626-61/00-010,GR050,1,4.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nACE,007626-60/00-011,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nACF,007626-61/00-011,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nACG,007626-60/00-012,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nACH,007626-61/00-012,GR050,1,6.0,CZ,1.0,1.0,LB
AAAxbuAAEAAAC9nACI,007626-60/00-013,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9nACJ,007626-61/00-013,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9nACK,007626-60/00-014,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9nACL,007626-61/00-014,GR051,1,6.0,CZ,1.5,1.5,LB
AAAxbuAAEAAAC9oAAA,008838-64/00-001,BAW,1,1.0,LH,,400.0,LH
AAAxbuAAEAAAC9oAAB,008838-65/00-001,BAW,1,1.0,LH,,400.0,LH
AAAxbuAAEAAAC9oAAC,008838-66/00-001,BAW,1,1.0,LH,,400.0,LH
AAAxbuAAEAAAC9oAAD,008838-60/00-001,ES61,2,2.0,LH,,800.0,LH
AAAxbuAAEAAAC9oAAE,008838-61/00-001,ES61,2,2.0,LH,,800.0,LH
AAAxbuAAEAAAC9oAAF,008838-62/00-001,ES61,2,2.0,LH,,800.0,LH
AAAxbuAAEAAAC9oAAG,008838-63/00-001,ES61,2,2.0,LH,,800.0,LH
AAAxbuAAEAAAC9oAAH,008838-64/00-001,ES61,2,2.0,LH,,800.0,LH
AAAxbuAAEAAAC9oAAI,008838-65/00-001,ES61,2,2.0,LH,,800.0,LH
AAAxbuAAEAAAC9oAAJ,008838-66/00-001,ES61,2,2.0,LH,,800.0,LH
AAAxbuAAEAAAC9oAAK,008838-60/00-001,ES71,3,3.0,LH,,1200.0,LH
AAAxbuAAEAAAC9oAAL,008838-61/00-001,ES71,3,3.0,LH,,1200.0,LH
AAAxbuAAEAAAC9oAAM,008838-62/00-001,ES71,3,3.0,LH,,1200.0,LH
AAAxbuAAEAAAC9oAAN,008838-63/00-001,ES71,3,3.0,LH,,1200.0,LH
AAAxbuAAEAAAC9oAAO,008838-64/00-001,ES71,3,3.0,LH,,1200.0,LH
AAAxbuAAEAAAC9oAAP,008838-65/00-001,ES71,3,3.0,LH,,1200.0,LH
AAAxbuAAEAAAC9oAAQ,008838-66/00-001,ES71,3,3.0,LH,,1200.0,LH
AAAxbuAAEAAAC9oAAR,008838-60/00-001,ES75,4,4.0,LH,,1600.0,LH
AAAxbuAAEAAAC9oAAS,008838-61/00-001,ES75,4,4.0,LH,,1600.0,LH
AAAxbuAAEAAAC9oAAT,008838-62/00-001,ES75,4,4.0,LH,,1600.0,LH
AAAxbuAAEAAAC9oAAU,008838-63/00-001,ES75,4,4.0,LH,,1600.0,LH
AAAxbuAAEAAAC9oAAV,008838-64/00-001,ES75,4,4.0,LH,,1600.0,LH
AAAxbuAAEAAAC9oAAW,008838-65/00-001,ES75,4,4.0,LH,,1600.0,LH
AAAxbuAAEAAAC9oAAX,008838-66/00-001,ES75,4,4.0,LH,,1600.0,LH
AAAxbuAAEAAAC9oAAY,008632-60/00-001,BAW,1,1.0,LH,,400.0,LH
AAAxbuAAEAAAC9oAAZ,008632-60/00-001,ES61,2,2.0,LH,,800.0,LH
AAAxbuAAEAAAC9oAAa,008632-60/00-001,ES71,3,3.0,LH,,1200.0,LH
AAAxbuAAEAAAC9oAAb,008632-60/00-001,ES75,4,4.0,LH,,1600.0,LH
AAAxbuAAEAAAC9oAAc,00A945-60/00-001, ,1,5.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9oAAd,00A945-60/00-002, ,1,5.0,LH,200.0,400.0,LH
AAAxbuAAEAAAC9oAAe,00B152-60/00-001,ES61,2,1.2,LH,500.0,500.0,LH
AAAxbuAAEAAAC9oAAf,00B152-60/00-001,ES71,3,1.8,LH,750.0,750.0,LH
AAAxbuAAEAAAC9oAAg,00B152-60/00-001,ES75,4,2.4,LH,1000.0,1000.0,LH
AAAxbuAAEAAAC9oAAh,00B152-60/00-001,BAW,1,0.6,LH,250.0,250.0,LH
AAAxbuAAEAAAC9oAAi,00B152-60/00-002,ES61,2,1.2,LH,500.0,500.0,LH
AAAxbuAAEAAAC9oAAj,00B152-60/00-002,ES71,3,1.8,LH,750.0,750.0,LH
AAAxbuAAEAAAC9oAAk,00B152-60/00-002,ES75,4,2.4,LH,1000.0,1000.0,LH
AAAxbuAAEAAAC9oAAl,00B152-60/00-002,BAW,1,0.6,LH,250.0,250.0,LH
AAAxbuAAEAAAC9oAAm,00B152-60/00-003,ES61,2,2.0,LH,800.0,800.0,LH
AAAxbuAAEAAAC9oAAn,00B152-60/00-003,BAW,1,1.0,LH,400.0,400.0,LH
AAAxbuAAEAAAC9oAAo,00B152-60/00-004,ES61,2,2.0,LH,800.0,800.0,LH
AAAxbuAAEAAAC9oAAp,00B152-60/00-004,BAW,1,1.0,LH,400.0,400.0,LH
AAAxbuAAEAAAC9oAAq,00B152-60/00-005,ES61,2,2.0,LH,800.0,800.0,LH
AAAxbuAAEAAAC9oAAr,00B152-60/00-005,BAW,1,1.0,LH,400.0,400.0,LH
AAAxbuAAEAAAC9oAAs,00B152-60/00-006,ES61,2,2.0,LH,800.0,800.0,LH
AAAxbuAAEAAAC9oAAt,00B152-60/00-006,BAW,1,1.0,LH,400.0,400.0,LH
AAAxbuAAEAAAC9oAAu,00B152-60/00-007, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAAC9oAAv,00B152-60/00-008, ,1,1.5,LH,200.0,400.0,LH
AAAxbuAAEAAAC9oAAw,00B152-60/00-009, ,1,1.5,LH,150.0,400.0,LH
AAAxbuAAEAAAC9oAAx,00A711-60/00-002, ,1,50.0,CH,200.0,300.0,LH
AAAxbuAAEAAAC9oAAy,00A711-60/00-003, ,1,50.0,CH,200.0,300.0,LH
AAAxbuAAEAAAC9oAAz,034092-60/00-001, ,0,0.4,LH,200.0,400.0,LH
AAAxbuAAEAAAC9oAA0,034092-61/00-001, ,0,0.4,LH,200.0,400.0,LH
AAAxbuAAEAAAC9oAA1,034092-62/00-001, ,0,0.4,LH,200.0,400.0,LH
AAAxbuAAEAAAC9oAA2,034092-63/00-001, ,0,0.4,LH,200.0,400.0,LH
AAAxbuAAEAAAC9oAA3,025956-60/00-003, ,1,5.0,GQ,,,
AAAxbuAAEAAAC9oAA4,025956-60/00-004, ,1,5.0,GQ,,,
AAAxbuAAEAAADc0AB8,043743-65/00-042,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADc0AB9,043743-66/00-042,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADc0AB+,043743-67/00-042,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADc0AB/,043743-68/00-042,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADc0ACA,043743-69/00-042,GR125,3,2.4,CQ,120.0,120.0,CQ
AAAxbuAAEAAADc0ACB,043743-61/00-043,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADc0ACC,043743-62/00-043,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADc0ACD,043743-63/00-043,GR050,1,1.2,CQ,60.0,60.0,CQ
AAAxbuAAEAAADc1AAA,034210-00/01-007,GR050,1,90.0,CQ,,,
AAAxbuAAEAAADc1AAB,034210-00/01-007,GR052,2,135.0,CQ,,,
AAAxbuAAEAAADc1AAC,034210-00/01-007,GR125,3,180.0,CQ,,,
AAAxbuAAEAAADc1AAD,034210-00/01-008,GR050,1,90.0,CQ,,,
AAAxbuAAEAAADc1AAE,034210-00/01-008,GR052,2,135.0,CQ,,,
AAAxbuAAEAAADc1AAF,034210-00/01-008,GR125,3,180.0,CQ,,,
AAAxbuAAEAAADc1AAG,034210-00/01-009,GR050,1,90.0,CQ,,,
AAAxbuAAEAAADc1AAH,034210-00/01-009,GR052,2,135.0,CQ,,,
AAAxbuAAEAAADc1AAI,034210-00/01-009,GR125,3,180.0,CQ,,,
AAAxbuAAEAAADc1AAJ,034210-00/01-010,GR050,1,90.0,CQ,,,
AAAxbuAAEAAADc1AAK,034210-00/01-010,GR052,2,135.0,CQ,,,
AAAxbuAAEAAADc1AAL,034210-00/01-010,GR125,3,180.0,CQ,,,
AAAxbuAAEAAADc1AAM,034210-00/01-011,GR050,1,90.0,CQ,,,
AAAxbuAAEAAADc1AAN,034210-00/01-011,GR052,2,135.0,CQ,,,
AAAxbuAAEAAADc1AAO,034210-00/01-011,GR125,3,180.0,CQ,,,
AAAxbuAAEAAADc1AAP,034210-00/01-012,GR050,1,90.0,CQ,,,
AAAxbuAAEAAADc1AAQ,034210-00/01-012,GR052,2,135.0,CQ,,,
AAAxbuAAEAAADc1AAR,034210-00/01-012,GR125,3,180.0,CQ,,,
AAAxbuAAEAAADc1AAS,034210-00/01-013,GR050,1,90.0,CQ,,,
AAAxbuAAEAAADc1AAT,034210-00/01-013,GR052,2,135.0,CQ,,,
AAAxbuAAEAAADc1AAU,034210-00/01-013,GR125,3,180.0,CQ,,,
AAAxbuAAEAAADc1AAV,034210-00/01-014,GR050,1,90.0,CQ,,,
AAAxbuAAEAAADc1AAW,034210-00/01-014,GR052,2,135.0,CQ,,,
AAAxbuAAEAAADc1AAX,034210-00/01-014,GR125,3,180.0,CQ,,,
AAAxbuAAEAAADc1AAY,034207-00/00-001,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADc1AAZ,034207-00/00-001,GR052,2,27.0,LH,1350.0,1350.0,LH
AAAxbuAAEAAADc1AAa,034207-00/00-001,GR125,3,36.0,LH,1800.0,1800.0,LH
AAAxbuAAEAAADc1AAb,034207-00/00-002,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADc1AAc,034207-00/00-002,GR052,2,27.0,LH,1350.0,1350.0,LH
AAAxbuAAEAAADc1AAd,034207-00/00-002,GR125,3,36.0,LH,1800.0,1800.0,LH
AAAxbuAAEAAADc1AAe,034207-00/00-003,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADc1AAf,034207-00/00-003,GR052,2,27.0,LH,1350.0,1350.0,LH
AAAxbuAAEAAADc1AAg,034207-00/00-004,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADc1AAh,034207-00/00-004,GR052,2,27.0,LH,1350.0,1350.0,LH
AAAxbuAAEAAADc1AAi,034207-00/00-005,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADc1AAj,034207-00/00-006,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADc1AAk,034207-00/00-006,GR052,2,27.0,LH,1350.0,1350.0,LH
AAAxbuAAEAAADc1AAl,034207-00/00-006,GR125,3,36.0,LH,1800.0,1800.0,LH
AAAxbuAAEAAADc1AAm,034207-00/00-007,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1AAn,034207-00/00-007,GR052,2,2.7,CQ,135.0,135.0,CQ
AAAxbuAAEAAADc1AAo,034207-00/00-008,GR052,2,2.7,CQ,135.0,135.0,CQ
AAAxbuAAEAAADc1AAp,034207-00/00-008,GR125,3,3.6,CQ,180.0,180.0,CQ
AAAxbuAAEAAADc1AAq,034207-00/00-008,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1AAr,034207-00/00-009,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADc1AAs,034207-00/00-009,GR052,2,27.0,LH,1350.0,1350.0,LH
AAAxbuAAEAAADc1AAt,034207-00/00-010,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1AAu,034207-00/00-010,GR052,2,2.7,CQ,135.0,135.0,CQ
AAAxbuAAEAAADc1AAv,034207-00/00-010,GR125,3,3.6,CQ,180.0,180.0,CQ
AAAxbuAAEAAADc1AAw,034207-00/00-011,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1AAx,034207-00/00-011,GR052,2,2.7,CQ,135.0,135.0,CQ
AAAxbuAAEAAADc1AAy,034207-00/00-011,GR125,3,3.6,CQ,180.0,180.0,CQ
AAAxbuAAEAAADc1AAz,034207-00/00-012,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1AA0,034207-00/00-012,GR052,2,2.7,CQ,135.0,135.0,CQ
AAAxbuAAEAAADc1AA1,034207-00/00-013,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1AA2,034207-00/00-013,GR052,2,2.7,CQ,135.0,135.0,CQ
AAAxbuAAEAAADc1AA3,034207-00/00-014,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1AA4,034207-00/00-015,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1AA5,034207-00/00-016, ,1,10.0,L5,500.0,500.0,L5
AAAxbuAAEAAADc1AA6,034207-00/00-017, ,1,10.0,L5,500.0,500.0,L5
AAAxbuAAEAAADc1AA7,034207-00/00-019, ,1,10.0,L5,500.0,500.0,L5
AAAxbuAAEAAADc1AA8,034207-00/00-020, ,1,20.0,LH,1000.0,1000.0,LH
AAAxbuAAEAAADc1AA9,034207-00/00-021, ,1,4.0,CQ,200.0,200.0,CQ
AAAxbuAAEAAADc1AA+,034207-00/00-022, ,1,1.0,C5,50.0,50.0,C5
AAAxbuAAEAAADc1AA/,034207-00/00-023, ,1,1.0,C5,50.0,50.0,C5
AAAxbuAAEAAADc1ABA,034207-00/00-024, ,1,1.0,C5,50.0,50.0,C5
AAAxbuAAEAAADc1ABB,034207-00/00-025, ,1,2.0,CQ,100.0,100.0,CQ
AAAxbuAAEAAADc1ABC,034207-00/00-026, ,1,10.0,L5,500.0,500.0,L5
AAAxbuAAEAAADc1ABD,034207-00/00-027, ,1,1.0,C5,50.0,50.0,C5
AAAxbuAAEAAADc1ABE,034207-00/00-028,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADc1ABF,034207-00/00-030,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1ABG,034207-00/00-030,GR052,2,2.7,CQ,135.0,135.0,CQ
AAAxbuAAEAAADc1ABH,034207-00/00-030,GR125,3,3.6,CQ,180.0,180.0,CQ
AAAxbuAAEAAADc1ABI,034207-00/00-031,GR050,1,1.8,CQ,90.0,90.0,CQ
AAAxbuAAEAAADc1ABJ,034207-00/00-031,GR052,2,2.7,CQ,135.0,135.0,CQ
AAAxbuAAEAAADc1ABK,034207-00/00-031,GR125,3,3.6,CQ,180.0,180.0,CQ
AAAxbuAAEAAADc1ABL,034207-00/00-032,GR052,1,27.0,LH,1350.0,1350.0,LH
AAAxbuAAEAAADc1ABM,034207-00/00-033,GR052,1,27.0,LH,1350.0,1350.0,LH
AAAxbuAAEAAADc1ABN,034207-00/01-001,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAADc1ABO,034207-00/01-001,GR052,2,27.0,LH,1350.0,1350.0,LH
AAAxbuAAEAAADc1ABP,034207-00/01-001,GR125,3,36.0,LH,1800.0,1800.0,LH
AAAxbuAAEAAADc1ABQ,034207-00/01-002,GR050,1,18.0,LH,900.0,900.0,LH
AAAxbuAAEAAAC8GABy,024436-69/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GABz,024436-70/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB0,024436-74/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB1,024436-75/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB2,024436-76/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB3,024436-77/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB4,024436-78/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB5,024436-79/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB6,024436-80/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB7,024436-81/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB8,024436-82/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB9,024436-83/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB+,024436-84/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GAB/,024436-85/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACA,024436-86/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACB,024436-87/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACC,024436-88/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACD,024436-89/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACE,024436-90/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACF,024436-91/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACG,024436-92/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACH,024436-93/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACI,024436-94/00-012,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACJ,024436-63/00-013,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAC8GACK,024436-64/00-013,GR050,1,0.3,CQ,,200.0,CQ
AAAxbuAAEAAAAPTABY,008998-00/01-006,ABE,1,1.0,LH,150.0,500.0,LH
AAAxbuAAEAAAAPTABZ,008998-00/01-006,ABZ,2,0.5,LH,150.0,500.0,LH
AAAxbuAAEAAAAPTABa,008998-00/01-007,ABE,1,1.0,LH,150.0,500.0,LH
AAAxbuAAEAAAAPTABb,008998-00/01-007,ABZ,2,0.5,LH,150.0,500.0,LH
AAAxbuAAEAAAAPTABc,008998-00/01-008,ABE,1,0.5,LH,150.0,500.0,LH
AAAxbuAAEAAAAPTABd,008998-00/01-008,ABZ,2,1.0,LH,150.0,500.0,LH
AAAxbuAAEAAAAPTABe,008998-00/01-009,ABE,1,0.5,LH,150.0,500.0,LH
AAAxbuAAEAAAAPTABf,008998-00/01-009,ABZ,2,1.0,LH,150.0,500.0,LH
AAAxbuAAEAAAAPTABg,006380-00/00-001, ,1,3.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABh,006380-00/00-002, ,1,3.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABi,006380-00/01-001, ,1,2.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABj,006380-00/01-002, ,1,2.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABk,007525-00/00-001, ,1,2.5,KH,100.0,400.0,LH
AAAxbuAAEAAAAPTABl,007525-00/00-002, ,1,2.5,KH,200.0,400.0,LH
AAAxbuAAEAAAAPTABm,007525-00/00-003, ,1,2.5,KH,200.0,400.0,LH
AAAxbuAAEAAAAPTABn,007525-00/00-004, ,1,2.5,KH,100.0,400.0,LH
AAAxbuAAEAAAAPTABo,007525-00/00-005, ,1,2.5,KH,200.0,400.0,LH
AAAxbuAAEAAAAPTABp,007525-00/00-006, ,1,2.5,KH,200.0,400.0,LH
AAAxbuAAEAAAAPTABq,007525-00/00-007, ,1,2.5,KH,200.0,400.0,LH
AAAxbuAAEAAAAPTABr,007525-00/00-008, ,1,2.5,KH,100.0,400.0,LH
AAAxbuAAEAAAAPTABs,00A801-00/00-001, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABt,00A801-00/00-002, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABu,00A801-00/00-003, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABv,00A801-00/00-004, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABw,00A801-00/00-005, ,1,0.5,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABx,00A801-00/00-006, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABy,00A801-00/00-007, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTABz,00A801-00/00-008, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB0,00A801-00/00-009, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB1,00A801-00/00-010, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB2,00B059-00/00-001, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB3,00B059-00/00-002, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB4,00B059-00/00-003, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB5,00B059-00/00-004, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB6,00B059-00/00-005, ,1,0.5,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB7,00B059-00/00-006, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB8,00B059-00/00-007, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB9,00B059-00/00-008, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB+,00B059-00/00-009, ,1,0.5,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTAB/,00B059-00/00-010, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACA,00B059-00/00-011, ,1,0.5,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACB,00B059-00/00-012, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACC,00B059-00/00-013, ,1,1.0,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACD,00B059-00/00-014, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACE,00B059-00/00-015, ,1,0.5,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACF,00B059-00/00-016, ,1,0.75,LH,200.0,400.0,LH
AAAxbuAAEAAAAPTACG,00B059-00/00-017, ,1,0.75,LH,200.0,400.0,LH
