m_row$$,awg_id,schadorg,ausgenommen,sortier_nr
AAAxcCAAEAAAASbACV,044407-00/00-014,BXVXXX,N,3.0
AAAxcCAAEAAAASbACW,044407-00/00-015,FBPXXX,N,1.0
AAAxcCAAEAAAASbACX,044407-00/00-016,FBPXXX,N,1.0
AAAxcCAAEAAAASbACY,044407-00/00-017,FBPXXX,N,1.0
AAAxcCAAEAAAASbACZ,044407-00/00-018,BXXXXX,N,1.0
AAAxcCAAEAAAASbACa,044407-00/00-018,BXVXXX,N,2.0
AAAxcCAAEAAAASbACb,044407-00/00-019,BXXXXX,N,1.0
AAAxcCAAEAAAASbACc,044407-00/00-019,BXVXXX,N,2.0
AAAxcCAAEAAAASbACd,044407-00/00-020,BXXXXX,N,1.0
AAAxcCAAEAAAASbACe,044407-00/00-020,BXVXXX,N,2.0
AAAxcCAAEAAAASbACf,044407-00/00-021,FBPXXX,N,1.0
AAAxcCAAEAAAASbACg,044407-00/00-021,BXXXXX,N,2.0
AAAxcCAAEAAAASbACh,044407-00/00-021,BXVXXX,N,3.0
AAAxcCAAEAAAASbACi,044407-00/00-022,FBPXXX,N,1.0
AAAxcCAAEAAAASbACj,044407-00/00-023,FBPXXX,N,1.0
AAAxcCAAEAAAASbACk,044407-00/00-024,FBPXXX,N,1.0
AAAxcCAAEAAAASbACl,044407-00/00-025,BXXXXX,N,1.0
AAAxcCAAEAAAASbACm,044407-00/00-025,BXVXXX,N,2.0
AAAxcCAAEAAAASbACn,044407-00/00-026,BXXXXX,N,1.0
AAAxcCAAEAAAASbACo,044407-00/00-026,BXVXXX,N,2.0
AAAxcCAAEAAAASbACp,044407-00/00-027,BXXXXX,N,1.0
AAAxcCAAEAAAASbACq,044407-00/00-027,BXVXXX,N,2.0
AAAxcCAAEAAAASbACr,044407-00/00-028,FBPXXX,N,1.0
AAAxcCAAEAAAASbACs,044407-00/00-028,BXXXXX,N,2.0
AAAxcCAAEAAAAScAAA,007486-00/00-001,TTTMM,N,1.0
AAAxcCAAEAAAAScAAB,007486-00/00-001,TTTDD,N,2.0
AAAxcCAAEAAAAScAAC,007486-00/00-003,TTTMM,N,1.0
AAAxcCAAEAAAAScAAD,007486-00/00-003,TTTDD,N,2.0
AAAxcCAAEAAAAScAAE,026326-00/01-001,ALOMY,N,1.0
AAAxcCAAEAAAAScAAF,026326-00/01-002,APESV,N,1.0
AAAxcCAAEAAAAScAAG,026326-00/01-002,AVEFA,N,2.0
AAAxcCAAEAAAAScAAH,026326-00/01-003,ALOMY,N,1.0
AAAxcCAAEAAAAScAAI,026326-00/01-003,APESV,N,2.0
AAAxcCAAEAAAAScAAJ,043743-00/00-001,APXXSP,N,1.0
AAAxcCAAEAAAAScAAK,043743-00/00-002,APXXSP,N,1.0
AAAxcCAAEAAAAScAAL,043743-00/00-003,ERPHSP,N,1.0
AAAxcCAAEAAAAScAAM,043743-00/00-004,ERPHSP,N,1.0
AAAxcCAAEAAAAScAAN,043743-00/00-005,TETRSP,N,1.0
AAAxcCAAEAAAAScAAO,043743-00/00-006,TETRSP,N,1.0
AAAxcCAAEAAAAScAAP,043743-00/00-007,TETRSP,N,1.0
AAAxcCAAEAAAAScAAQ,043743-00/00-008,TETRSP,N,1.0
AAAxcCAAEAAAAScAAR,043743-00/00-009,MYZUCE,N,1.0
AAAxcCAAEAAAAScAAS,043743-00/00-009,MYZUPR,N,2.0
AAAxcCAAEAAAAScAAT,043743-00/00-010,MYZUCE,N,1.0
AAAxcCAAEAAAAScAAU,043743-00/00-010,MYZUPR,N,2.0
AAAxcCAAEAAAAScAAV,043743-00/00-011,ERPHSP,N,1.0
AAAxcCAAEAAAAScAAW,043743-00/00-012,ERPHSP,N,1.0
AAAxcCAAEAAAAScAAX,043743-00/00-013,COXXSP,N,1.0
AAAxcCAAEAAAAScAAY,043743-00/00-014,COXXSP,N,1.0
AAAxcCAAEAAAAScAAZ,043743-00/00-015,TETRSP,N,1.0
AAAxcCAAEAAAAScAAa,043743-00/00-016,TETRSP,N,1.0
AAAxcCAAEAAAAScAAb,043743-00/00-017,ERPHSP,N,1.0
AAAxcCAAEAAAAScAAc,043743-00/00-018,ERPHSP,N,1.0
AAAxcCAAEAAAAScAAd,043743-00/00-019,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAe,043743-00/00-020,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAf,043743-00/00-021,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAg,043743-00/00-022,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAh,043743-00/00-023,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAi,043743-00/00-024,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAj,043743-00/00-025,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAk,043743-00/00-026,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAl,043743-00/00-027,TETRSP,N,1.0
AAAxcCAAEAAAAScAAm,043743-00/00-028,TETRSP,N,1.0
AAAxcCAAEAAAAScAAn,043743-00/00-029,TETRSP,N,1.0
AAAxcCAAEAAAAScAAo,043743-00/00-030,TETRSP,N,1.0
AAAxcCAAEAAAAScAAp,043743-00/00-031,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAq,043743-00/00-032,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAr,043743-00/00-033,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAs,043743-00/00-034,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAt,043743-00/00-035,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAu,043743-00/00-036,ALEUSP,N,1.0
AAAxcCAAEAAAAScAAv,043743-00/00-037,LIOAAB,N,1.0
AAAxcCAAEAAAAScAAw,043743-00/00-038,LIOAAB,N,1.0
AAAxcCAAEAAAAScAAx,043743-00/00-039,COXXSP,J,3.0
AAAxcCAAEAAAAScAAy,043743-00/00-039,ISXXXX,N,1.0
AAAxcCAAEAAAAScAAz,043743-00/00-039,LIOAAB,J,2.0
AAAxcCAAEAAAAScAA0,043743-00/00-040,COXXSP,J,3.0
AAAxcCAAEAAAAScAA1,043743-00/00-040,ISXXXX,N,1.0
AAAxcCAAEAAAAScAA2,043743-00/00-040,LIOAAB,J,2.0
AAAxcCAAEAAAAScAA3,043743-00/00-041,APXXSP,N,1.0
AAAxcCAAEAAAAScAA4,043743-00/00-042,APXXSP,N,1.0
AAAxcCAAEAAAAScAA5,043743-00/00-043,APXXSP,N,1.0
AAAxcCAAEAAAAScAA6,043743-00/00-044,COXXSP,N,1.0
AAAxcCAAEAAAAScAA7,043743-00/00-045,COXXSP,N,1.0
AAAxcCAAEAAAAScAA8,043743-00/00-046,COXXSP,N,1.0
AAAxcCAAEAAAAScAA9,043743-00/00-047,COXXSP,N,1.0
AAAxcCAAEAAAAScAA+,043743-00/00-048,COXXSP,N,1.0
AAAxcCAAEAAAAScAA/,043743-00/00-049,TETRSP,N,1.0
AAAxcCAAEAAAAScABA,043743-00/00-050,TETRSP,N,1.0
AAAxcCAAEAAAAScABB,043743-00/00-051,TETRSP,N,1.0
AAAxcCAAEAAAAScABC,043743-00/00-052,TETRSP,N,1.0
AAAxcCAAEAAAAScABD,043743-00/00-053,TETRSP,N,1.0
AAAxcCAAEAAAAScABE,043743-00/00-054,ALEUSP,N,1.0
AAAxcCAAEAAAAScABF,043743-00/00-055,ALEUSP,N,1.0
AAAxcCAAEAAAAScABG,043743-00/00-056,ALEUSP,N,1.0
AAAxcCAAEAAAAScABH,043743-00/00-057,ALEUSP,N,1.0
AAAxcCAAEAAAAScABI,043743-00/00-058,ALEUSP,N,1.0
AAAxcCAAEAAAAScABJ,043743-00/00-059,TETRSP,N,1.0
AAAxcCAAEAAAAScABK,043743-00/00-060,TETRSP,N,1.0
AAAxcCAAEAAAAScABL,043743-00/00-061,APXXSP,N,1.0
AAAxcCAAEAAAAScABM,043743-00/00-061,BRVCBR,J,2.0
AAAxcCAAEAAAAScABN,043743-00/00-062,APXXSP,N,1.0
AAAxcCAAEAAAAScABO,043743-00/00-062,BRVCBR,J,2.0
AAAxcCAAEAAAAScABP,043743-00/00-063,BRVCBR,J,
AAAxcCAAEAAAAScABQ,043743-00/00-063,APXXSP,N,1.0
AAAxcCAAEAAAAScABR,043743-00/00-064,APXXSP,N,1.0
AAAxcCAAEAAAAScABS,043743-00/00-064,BRVCBR,J,2.0
AAAxcCAAEAAAAScABT,043743-00/00-065,APXXSP,N,1.0
AAAxcCAAEAAAAScABU,043743-00/00-066,APXXSP,N,1.0
AAAxcCAAEAAAAScABV,043743-00/00-067,APXXSP,N,1.0
AAAxcCAAEAAAAScABW,043743-00/00-068,APXXSP,N,1.0
AAAxcCAAEAAAAScABX,043743-00/00-069,APXXSP,N,1.0
AAAxcCAAEAAAAScABY,043743-00/00-070,APXXSP,N,1.0
AAAxcCAAEAAAAScABZ,043743-00/00-071,APXXSP,N,1.0
AAAxcCAAEAAAAScABa,043743-00/00-072,APXXSP,N,1.0
AAAxcCAAEAAAAScABb,043743-00/00-073,APXXSP,N,1.0
AAAxcCAAEAAAAScABc,043743-00/00-074,APXXSP,N,1.0
AAAxcCAAEAAAAScABd,043743-00/00-075,APXXSP,N,1.0
AAAxcCAAEAAAAScABe,043743-00/00-076,APXXSP,N,1.0
AAAxcCAAEAAAAScABf,043743-00/00-077,APXXSP,N,1.0
AAAxcCAAEAAAAScABg,043743-00/00-078,APXXSP,N,1.0
AAAxcCAAEAAAAScABh,043743-00/00-079,APXXSP,N,1.0
AAAxcCAAEAAAAScABi,043743-00/00-080,APXXSP,N,1.0
AAAxcCAAEAAAAScABj,043743-00/00-081,APXXSP,N,1.0
AAAxcCAAEAAAAScABk,043743-00/00-082,APXXSP,N,1.0
AAAxcCAAEAAAAScABl,043743-00/00-083,APXXSP,N,1.0
AAAxcCAAEAAAAScABm,043743-00/00-084,APXXSP,N,1.0
AAAxcCAAEAAAAScABn,043743-00/00-085,APXXSP,N,1.0
AAAxcCAAEAAAAScABo,043743-00/00-086,APXXSP,N,1.0
AAAxcCAAEAAAAScABp,043743-00/00-087,APXXSP,N,1.0
AAAxcCAAEAAAAScABq,043743-00/00-088,APXXSP,N,1.0
AAAxcCAAEAAAAScABr,034419-00/08-001,BOTRCI,N,1.0
AAAxcCAAEAAAAScABs,034419-00/08-001,SCLESC,N,2.0
AAAxcCAAEAAAAScABt,034419-00/08-001,RHIZSO,N,3.0
AAAxcCAAEAAAAScABu,034419-00/08-002,BOTRCI,N,1.0
AAAxcCAAEAAACfHABA,024436-81/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABB,024436-82/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABC,024436-83/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABD,024436-84/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABE,024436-85/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABF,024436-86/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABG,024436-87/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABH,024436-88/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABI,024436-89/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABJ,024436-90/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABK,024436-91/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABL,024436-92/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABM,024436-93/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABN,024436-94/03-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHABO,024436-63/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABP,024436-64/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABQ,024436-65/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABR,024436-66/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABS,024436-67/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABT,024436-68/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABU,024436-69/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABV,024436-70/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABW,024436-74/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABX,024436-75/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABY,024436-76/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABZ,024436-77/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABa,024436-78/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABb,024436-79/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABc,024436-80/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABd,024436-81/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABe,024436-82/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABf,024436-83/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABg,024436-84/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABh,024436-85/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABi,024436-86/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABj,024436-87/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABk,024436-88/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABl,024436-89/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABm,024436-90/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABn,024436-91/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABo,024436-92/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABp,024436-93/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABq,024436-94/03-001,IBXXXX,N,2.0
AAAxcCAAEAAACfHABr,024436-63/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHABs,024436-64/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHABt,024436-65/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHABu,024436-66/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHABv,024436-67/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHABw,024436-68/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHABx,024436-69/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHABy,024436-70/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHABz,024436-74/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB0,024436-75/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB1,024436-76/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB2,024436-77/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB3,024436-78/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB4,024436-79/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB5,024436-80/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB6,024436-81/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB7,024436-82/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB8,024436-83/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB9,024436-84/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB+,024436-85/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHAB/,024436-86/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHACA,024436-87/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHACB,024436-88/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHACC,024436-89/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHACD,024436-90/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHACE,024436-91/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHACF,024436-92/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHACG,024436-93/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHACH,024436-94/03-002,ISXXXX,N,1.0
AAAxcCAAEAAACfHACI,024436-63/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACJ,024436-64/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACK,024436-65/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACL,024436-66/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACM,024436-67/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACN,024436-68/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACO,024436-69/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACP,024436-70/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACQ,024436-74/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACR,024436-75/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACS,024436-76/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACT,024436-77/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACU,024436-78/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACV,024436-79/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACW,024436-80/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACX,024436-81/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACY,024436-82/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACZ,024436-83/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACa,024436-84/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACb,024436-85/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACc,024436-86/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACd,024436-87/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACe,024436-88/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACf,024436-89/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACg,024436-90/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACh,024436-91/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACi,024436-92/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACj,024436-93/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACk,024436-94/03-002,IBXXXX,N,2.0
AAAxcCAAEAAACfHACl,024436-63/05-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHACm,024436-64/05-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHACn,024436-65/05-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHACo,024436-66/05-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHACp,024436-67/05-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHACq,024436-68/05-001,ISXXXX,N,1.0
AAAxcCAAEAAACfHACr,024436-69/05-001,ISXXXX,N,1.0
AAAxcCAAEAAACfIAAA,034560-80/00-015,ALTEBA,N,1.0
AAAxcCAAEAAACfIAAB,034560-81/00-015,ALTEBA,N,1.0
AAAxcCAAEAAACfIAAC,034560-83/00-015,ALTEBA,N,1.0
AAAxcCAAEAAACfIAAD,034560-84/00-015,ALTEBA,N,1.0
AAAxcCAAEAAACfIAAE,034560-85/00-015,ALTEBA,N,1.0
AAAxcCAAEAAACfIAAF,034560-86/00-015,ALTEBA,N,1.0
AAAxcCAAEAAACfIAAG,034560-87/00-015,ALTEBA,N,1.0
AAAxcCAAEAAACfIAAH,034560-88/00-015,ALTEBA,N,1.0
AAAxcCAAEAAACfIAAI,034560-89/00-015,ALTEBA,N,1.0
AAAxcCAAEAAACfIAAJ,034560-60/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAK,034560-61/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAL,034560-62/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAM,034560-63/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAN,034560-66/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAO,034560-69/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAP,034560-72/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAQ,034560-73/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAR,034560-74/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAS,034560-75/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAT,034560-76/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAU,034560-77/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAV,034560-78/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAW,034560-79/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAX,034560-80/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAY,034560-81/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAZ,034560-83/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAa,034560-84/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAb,034560-85/00-016,ALTEBI,N,1.0
AAAxcCAAEAAACfIAAc,034560-86/00-016,ALTEBI,N,1.0
AAAxcCAAEAAAAS2AAK,008616-00/01-005,COCCHE,N,2.0
AAAxcCAAEAAAAS2AAL,008616-00/01-007,PLUTMA,N,2.0
AAAxcCAAEAAAAS2AAM,008616-00/01-008,HEXXSP_1,N,1.0
AAAxcCAAEAAAAS2AAN,008616-00/01-009,HALTSP,N,1.0
AAAxcCAAEAAAAS2AAO,00A003-00/00-001,APXXSP,N,1.0
AAAxcCAAEAAAAS2AAP,00A003-00/00-002,TETRSP,N,1.0
AAAxcCAAEAAAAS2AAQ,00A003-00/00-003,LEPISR,N,2.0
AAAxcCAAEAAAAS2AAR,00A003-00/00-004,CHRYSO,N,1.0
AAAxcCAAEAAAAS2AAS,00A003-00/00-005,PSECSP_1,J,2.0
AAAxcCAAEAAAAS2AAT,00A003-00/00-005,COXXSP,N,2.0
AAAxcCAAEAAAAS2AAU,00A003-00/00-010,PSECSP_1,N,2.0
AAAxcCAAEAAAAS2AAV,00A004-00/00-001,APXXSP,N,1.0
AAAxcCAAEAAAAS2AAW,00A004-00/00-002,TETRSP,N,1.0
AAAxcCAAEAAAAS2AAX,00A004-00/00-003,LEPISR,N,2.0
AAAxcCAAEAAAAS2AAY,00A004-00/00-004,CHRYSO,N,1.0
AAAxcCAAEAAAAS2AAZ,00A004-00/00-005,PSECSP_1,J,2.0
AAAxcCAAEAAAAS2AAa,00A004-00/00-005,COXXSP,N,2.0
AAAxcCAAEAAAAS2AAb,00A004-00/00-010,ALEUSP,N,1.0
AAAxcCAAEAAAAS2AAc,00A004-00/00-010,TRIAVA,N,2.0
AAAxcCAAEAAAAS2AAd,00A004-00/00-011,PSECSP_1,N,1.0
AAAxcCAAEAAAAS2AAe,00A031-00/00-001,PSYICH,N,1.0
AAAxcCAAEAAAAS2AAf,00A031-00/00-002,MELIAE,N,1.0
AAAxcCAAEAAAAS2AAg,00A031-00/00-003,CEUTAS,N,1.0
AAAxcCAAEAAAAS2AAh,00A031-00/00-004,CEUTPI,N,1.0
AAAxcCAAEAAAAS2AAi,00A031-00/00-005,APXXSP,N,1.0
AAAxcCAAEAAAAS2AAj,00A031-00/00-006,LEPTDE,N,1.0
AAAxcCAAEAAAAS2AAk,008182-00/00-016,PEROSP,N,1.0
AAAxcCAAEAAAAS2AAl,008182-00/00-017,PEROSP,N,1.0
AAAxcCAAEAAAAS2AAm,008182-00/00-018,PEROSP,N,1.0
AAAxcCAAEAAAAS2AAn,008182-00/00-019,PEROSP,N,1.0
AAAxcCAAEAAAAS2AAo,008182-00/00-020,PHYTIN_4,N,1.0
AAAxcCAAEAAAAS2AAp,008182-00/00-021,PHYTIN_4,N,1.0
AAAxcCAAEAAAAS2AAq,008182-00/00-023,PHYTIN_4,N,1.0
AAAxcCAAEAAAAS2AAr,008182-00/00-024,PHYTIN_4,N,1.0
AAAxcCAAEAAAAS2AAs,008182-00/00-025,PSPECU,N,1.0
AAAxcCAAEAAAAS2AAt,008182-00/00-027,PSPECU,N,1.0
AAAxcCAAEAAAAS2AAu,008182-00/00-028,PSPECU,N,1.0
AAAxcCAAEAAAAS2AAv,00A636-00/00-001,SCLESC,N,1.0
AAAxcCAAEAAAAS2AAw,00A636-00/00-002,ALTEBA,N,1.0
AAAxcCAAEAAAAS2AAx,008370-00/00-001,PLASVI,N,1.0
AAAxcCAAEAAAAS2AAy,008370-00/00-002,PLASVI,N,1.0
AAAxcCAAEAAAAS2AAz,008370-00/00-003,PLASVI,N,1.0
AAAxcCAAEAAAAS2AA0,008370-00/00-004,PLASVI,N,1.0
AAAxcCAAEAAAAS2AA1,007418-00/00-001,APXXSP_3,N,1.0
AAAxcCAAEAAAAS2AA2,007418-00/00-002,CNEPSP,N,1.0
AAAxcCAAEAAAAS2AA3,007418-00/00-003,DIPTSP,N,1.0
AAAxcCAAEAAAAS2AA4,007418-00/00-004,APXXSP,N,1.0
AAAxcCAAEAAAAS2AA5,007418-00/00-006,LEPTDE,N,1.0
AAAxcCAAEAAAAS2AA6,007418-00/00-009,DASYBR,N,1.0
AAAxcCAAEAAAAS2AA7,007418-00/00-010,IBXXXX,N,1.0
AAAxcCAAEAAAAS2AA8,007418-00/00-010,ATALCO,J,2.0
AAAxcCAAEAAAAS2AA9,007418-00/00-011,ATALCO,N,1.0
AAAxcCAAEAAAAS2AA+,007418-00/00-012,ATOMLI,N,1.0
AAAxcCAAEAAAAS2AA/,007418-00/00-013,PYRUNU,N,1.0
AAAxcCAAEAAAAS2ABA,007418-00/00-014,OSCIFR,N,1.0
AAAxcCAAEAAAAS2ABB,007418-00/01-001,ATALCO,J,
AAAxcCAAEAAAAS2ABC,007418-00/01-001,DASYBR,J,3.0
AAAxcCAAEAAAAS2ABD,007418-00/01-001,IBXXXX,N,1.0
AAAxcCAAEAAAAS2ABE,007418-00/01-002,ATALCO,N,1.0
AAAxcCAAEAAAAS2ABF,007418-00/01-003,PYRUNU,N,1.0
AAAxcCAAEAAAAS2ABG,007137-00/00-001,FXBXXX,N,1.0
AAAxcCAAEAAAAS2ABH,007137-00/00-002,FXBXXX,N,1.0
AAAxcCAAEAAAAS2ABI,007137-00/00-003,FXBXXX,N,1.0
AAAxcCAAEAAAAS2ABJ,007137-00/00-004,FXBXXX,N,1.0
AAAxcCAAEAAAAS2ABK,007137-00/00-006,FXBXXX,N,1.0
AAAxcCAAEAAAAS2ABL,007137-00/00-008,FXBXXX,N,1.0
AAAxcCAAEAAAAS2ABM,00A973-00/00-001,PSPEHU,N,1.0
AAAxcCAAEAAAAS2ABN,00A973-00/00-002,PSPEHU,N,1.0
AAAxcCAAEAAAAS2ABO,00A973-00/00-003,PHYTPO,N,1.0
AAAxcCAAEAAAAS2ABP,00A973-00/00-003,PUCCAL,N,2.0
AAAxcCAAEAAAAS2ABQ,00A973-00/00-003,PUCCPO,N,3.0
AAAxcCAAEAAAAS2ABR,050006-00/03-001,ERPHSP,N,1.0
AAAxcCAAEAAAAS2ABS,050006-00/03-002,ERYSSP,N,1.0
AAAxcCAAEAAAAS2ABT,00A973-00/00-004,BREMLA,N,1.0
AAAxcCAAEAAAAS2ABU,00A973-00/00-005,BREMLA,N,1.0
AAAxcCAAEAAAAS2ABV,00A973-00/00-006,BREMLA,N,1.0
AAAxcCAAEAAAAS2ABW,00A973-00/00-007,BREMLA,N,1.0
AAAxcCAAEAAAAS2ABX,00B164-00/00-001,APXXSP,N,1.0
AAAxcCAAEAAAAS2ABY,00B164-00/00-002,LEPTDE,N,1.0
AAAxcCAAEAAAAS2ABZ,025395-00/05-001,HALYHA,N,1.0
