kode,kodeliste,sprache,kodetext,sperre
NP74D,30,GB,7-14 days after planting,N
MW,25,DE,ml je 10 l Wasser,N
MW,25,GB,mL per 10 L water,N
AZ0518,75,DE,1. Behandlung BBCH 31-32,N
EUH 208-0111,70,GB,Contains benzyloxymethanol. May produce an allergic reaction.,N
EUH 208-0112,70,GB,Contains isoxadifen-ethyl. May produce an allergic reaction.,N
EUH 208-0113,70,GB,"Contains 2-aminosulfonyl-N,N-dimethylnicotinamid.May produce an allergic reaction.",N
EUH 208-0114,70,GB,Contains 1-dodecyl-2-pyrrolidone. May produce an allergic reaction.,N
EUH 208-0115,70,GB,Contains maleic anhydride. May produce an allergic reaction.,N
EUH 208-0116,70,GB,"Contains ""VPA-M F 36081"" (perfume mixture, with lime ""CAS-Nr. 138-86-3"" and other perfume agents). May produce an allergic reaction.",N
EUH 208-0117,70,GB,Contains Geronol CF/AS 30 with a mixture of quaternary ammonium compound. May produce an allergic reaction.,N
EUH 208-0118,70,GB,Contains Preventol D 2. May produce an allergic reaction.,N
EUH 208-0119,70,GB,Contains clopyralide-ethanolamine.May produce an allergic reaction.,N
EUH 208-0120,70,GB,Contains 2-Ethylhexylacrylate. May produce an allergic reaction.,N
SF275-21GE,74,DE,"Es ist sicherzustellen, dass bei Nachfolgearbeiten/Inspektionen mit direktem Kontakt zu den behandelten Pflanzen/Flächen innerhalb von 21 Tagen nach der Anwendung in Gemüse lange Arbeitskleidung und festes Schuhwerk getragen werden.",N
SF275-21GE,74,GB,"During the first 21 days after application in vegetables, it must be ensured that long-sleeved working clothes and sturdy footwear are worn during successive work/inspections with direct contact with the treated crops/areas.",N
SF275-10BE,74,DE,"Es ist sicherzustellen, dass bei Nachfolgearbeiten/Inspektionen mit direktem Kontakt zu den behandelten Pflanzen/Flächen innerhalb von 10 Tagen nach der Anwendung in Beerenobst (ausgenommen Strauchbeerenobst) lange Arbeitskleidung und festes Schuhwerk getragen werden.",N
SF275-10BE,74,GB,"During the first 10 days after application in berries (excluding cane fruits), it must be ensured that long-sleeved working clothes and sturdy footwear are worn during successive work/inspections with direct contact with the treated crops/areas.",N
SF275-EEGE,74,DE,"Es ist sicherzustellen, dass bei Nachfolgearbeiten/Inspektionen mit direktem Kontakt zu den behandelten Pflanzen/Flächen nach der Anwendung in Gemüse bis einschließlich Ernte lange Arbeitskleidung und festes Schuhwerk getragen werden.",N
SF275-EEGE,74,GB,"For the period after application up to and including harvest in vegetables, it must be ensured that long-sleeved working clothes and sturdy footwear are worn during successive work/inspections with direct contact with the treated crops/areas.",N
NG362-1,74,DE,"Auf derselben Fläche innerhalb eines Kalenderjahres und den 3 darauffolgenden Kalenderjahren keine zusätzliche Anwendung von Mitteln, die den Wirkstoff Pirimicarb enthalten.",N
NG362-1,74,GB,No additional application using products which contain the active substance pirimicarb on the same area within one calendar year and the following 3 calendar years.,N
NG362-2,74,DE,Die Gesamtaufwandmengen je Hektar und Jahr sind flächengenau in geeigneter Form zu dokumentieren; die Aufzeichnungen sind mindestens 4 Jahre aufzubewahren.,N
NG362-2,74,GB,"The total application rates per hectare per year, indicating the exact area shall be documented in a suitable form. The records shall be kept for a minimum period of 4 years.",N
SF275-7GE,74,DE,"Es ist sicherzustellen, dass bei Nachfolgearbeiten/Inspektionen mit direktem Kontakt zu den behandelten Pflanzen/Flächen innerhalb von 7 Tagen nach der Anwendung in Gemüse lange Arbeitskleidung und festes Schuhwerk getragen werden.",N
SF275-7GE,74,GB,"During the first 7 days after application in vegetables, it must be ensured that long-sleeved working clothes and sturdy footwear are worn during successive work/inspections with direct contact with the treated crops/areas.",N
NW720,74,DE,Die Anwendung des Mittels in dieser Kultur ist ausschließlich als Reihen- oder Bandbehandlung zulässig. Dabei dürfen maximal 45 % der Fläche behandelt werden. Der zugelassene Mittelaufwand/ha bezieht sich auf die tatsächlich zu behandelnde Fläche in der Reihe oder im Band.,N
NW720,74,GB,An application in this crop is only permitted as a row or band treatment. The maximum area permitted for treatment is 45 % of the total area. The authorised application rate applies for the actually treated area in the row or band.,N
NG720,74,DE,Die Anwendung des Mittels in dieser Kultur ist ausschließlich als Reihen- oder Bandbehandlung zulässig. Dabei dürfen maximal 30 % der Fläche behandelt werden. Der zugelassene Mittelaufwand/ha bezieht sich auf die tatsächlich zu behandelnde Fläche in der Reihe oder im Band.,N
NG720,74,GB,An application in this crop is only permitted as a row or band treatment. The maximum area permitted for treatment is 30 % of the total area. The authorised application rate applies for the actually treated area in the row or band.,N
WMH0,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 0,N
WMH1,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 1,N
WMH2,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 2,N
WMH3,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 3,N
WMH4,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 4,N
WMH5,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 5,N
WMH6,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 6,N
WMH7,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 7,J
WMH8,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 8,J
WMH9,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 9,N
WMH10,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 10,N
WMH12,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 12,N
WMH13,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 13,N
WMH14,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 14,N
WMH15,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 15,N
WMH18,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 18,N
WMH19,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 19,N
WMH22,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 22,N
WMH23,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 23,N
WMH24,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 24,N
WMH27,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 27,N
WMH29,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 29,N
WMH30,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 30,N
WMH31,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 31,N
WMH32,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 32,N
WMH33,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 33,N
WMH34,74,DE,Wirkungsmechanismus-Gruppe (HRAC/WSSA-Kode): 34,N
NT306-90,74,DE,"Zum Schutz von nicht zu bekämpfenden Insekten und anderen Gliederfüßern darf die Anwendung des Pflanzenschutzmittels nur auf maximal 9/10 der zu behandelnden Anbaufläche erfolgen. Die unbehandelte Teilfläche dient diesen Arten als Überlebensraum und ist daher während des Kulturverlaufs auch von der Behandlung mit anderen Mitteln mit den Anwendungsbestimmungen NT306-0, NT306-50, NT306-75 und NT306-90 auszunehmen. Die Anwendung des Mittels muss in einer Breite von mindestens 20 m zur angrenzenden unbehandelten Teilfläche mit einem verlustmindernden Gerät erfolgen, das in das Verzeichnis ""Verlustmindernde Geräte"" vom 14. Oktober 1993 (Bundesanzeiger Nr. 205, S. 9780) in der jeweils geltenden Fassung, mindestens in die Abdriftminderungsklasse 90 % eingetragen ist. Die unbehandelte Teilfläche ist vorzugsweise als Randstreifen mit Mindestbreiten von 5 m und einem reduzierten Düngereinsatz vorzusehen.
Die Vorgaben dieser Anwendungsbestimmung sind vom 01.05.2023 an zu erfüllen. Ihre Rechtswirkungen treten erst ab dem genannten Datum ein.",J
NB612,74,GB,"Dangerous to bees - The product is dangerous to bees when applied as tank mix or when sprayed with fungicides of sterol biosynthesis inhibitors. The product must not be applied in tank mix or sprayed in sequence within 72 hours with Sterol Biosynthesis Inhibitor-fungicides on flowering plants or on plants which are visited by honey bees or drift onto such plants; this also applies to weeds and to plants with honey dew. 
The regulations of the Bee Protection Ordinance in the current version must be observed.",J
NB613,74,DE,"Bienengefährlich - Das Mittel darf nicht in Tankmischung oder in Spritzfolge innerhalb von 72 Stunden mit anderen als nichtbienengefährlich gekennzeichneten Insektiziden an blühenden oder anderen von Honigbienen beflogenen Pflanzen angewendet werden oder durch Abdrift auf solche Pflanzen gelangen; dies gilt auch für Unkräuter und für Pflanzen mit Honigtau. 
Die Regelungen der Bienenschutzverordnung in der geltenden Fassung sind zu beachten.",J
NB613,74,GB,"Dangerous to bees - The product must not be applied in tank mix or sprayed in sequence within 72 hours with other insecticides, which are labelled as non-dangerous to bees on flowering plants or on plants which are visited by honey bees or drift onto such plants; this also applies to weeds and to plants with honey dew. 
The regulations of the Bee Protection Ordinance in the current version must be observed.",J
NB621,74,DE,"Bienengefährlich - Das Mittel wird als bienengefährlich eingestuft (B2). Es darf an blühenden oder anderen von Honigbienen beflogenen Pflanzen nur nach dem Ende des täglichen Bienenfluges in dem zu behandelnden Bestand und bis spätestens 23.00 Uhr angewendet werden oder durch Abdrift auf solche Pflanzen gelangen; dies gilt auch für Unkräuter und für Pflanzen mit Honigtau. 
Die Regelungen der Bienenschutzverordnung in der geltenden Fassung sind zu beachten.",J
NB621,74,GB,"Dangerous to bees - The product is classified as dangerous to honey bees (B2). It may only be used on flowering plants or on plants which are visited by honey bees after the end of the daily bee flight on the crop to be treated and until latest 11 p.m. or drift onto such plants; this also applies to weeds and to plants with honey dew. 
The regulations of the Bee Protection Ordinance in the current version must be observed.",J
NB622,74,GB,"Dangerous to bees - The product may only be applied in tank mix or sprayed in sequence within 72 hours with Sterol Biosynthesis Inhibitor-fungicides on flowering plants or on plants which are visited by honey bees after the end of the daily bee flight on the crop to be treated and until latest 11 p.m. or drift onto such plants; this also applies to weeds and to plants with honey dew. 
The regulations of the Bee Protection Ordinance in the current version must be observed.",J
NB622,74,DE,"Bienengefährlich - Das Mittel darf in Tankmischung oder in Spritzfolge innerhalb von 72 Stunden mit Fungiziden der Sterol-Biosynthese-Hemmer auf blühenden oder anderen von Honigbienen beflogenen Pflanzen nur nach dem Ende des täglichen Bienenfluges in dem zu behandelnden Bestand und bis spätestens 23.00 Uhr angewendet werden oder durch Abdrift auf solche Pflanzen gelangen; dies gilt auch für Unkräuter und für Pflanzen mit Honigtau. 
Die Regelungen der Bienenschutzverordnung in der geltenden Fassung sind zu beachten.",J
NB623,74,DE,"Bienengefährlich - Das Mittel darf in Tankmischung oder in Spritzfolge innerhalb von 72 Stunden mit Fungiziden der Sterol-Biosynthese-Hemmer auf blühenden oder anderen von Honigbienen beflogenen Pflanzen nur nach dem Ende des täglichen Bienenfluges in dem zu behandelnden Bestand und bis spätestens 23.00 Uhr angewendet werden oder durch Abdrift auf solche Pflanzen gelangen, es sei denn, die Anwendung ist ausweislich der Gebrauchsanleitung des Fungizids auch während des Bienenfluges ausdrücklich erlaubt; dies gilt auch für Unkräuter und für Pflanzen mit Honigtau. 
Die Regelungen der Bienenschutzverordnung in der geltenden Fassung sind zu beachten.",J
NB623,74,GB,"Dangerous to bees - The product may only be applied in tank mix or sprayed in sequence within 72 hours with Sterol Biosynthesis Inhibitor-fungicides on flowering plants or on plants which are visited by honey bees after the end of the daily bee flight on the crop to be treated and until latest 11 p.m. or drift onto such plants, unless the use is explicitly allowed during bee flight in the fungicide's instructions for use; this also applies to weeds and to plants with honey dew. 
The regulations of the Bee Protection Ordinance in the current version must be observed.",J
SF434,74,DE,"Es ist sicherzustellen, dass Räume während der Einwirkungszeit des Mittels nicht betreten und nach der Einwirkungszeit gründlich gelüftet werden. Behandelte Räume dürfen nach der Belüftung erst betreten werden, wenn die Ethylenkonzentration in Raumluft unterhalb von 1 ppm liegt.",N
SF434,74,GB,"It must be ensured that rooms are not entered during the exposure time of the product and that they are aired well after the exposure time.
Treated rooms may only be entered after ventilation when the concentration of ethylene in the room air is below 1 ppm.
",N
SF435,74,DE,Während der Einwirkzeit und des anschließenden Lüftens ist die Konzentration von Ethylen außerhalb des Lagerraums zu überwachen. Bei Überschreitung einer Konzentration von 1 ppm Ethylen in der Luft ist der Gefahrenbereich zu evakuieren und abzusperren.,N
SF435,74,GB,"During the exposure time and the following ventilation, the concentration of ethylene outside the storage room must be monitored.
If the concentration of ethylene in the air exceeds 1 ppm, the danger zone has to be evacuated and cordoned off.
",N
480,62,DE,LDPE/ metallisiertes PET/PP,N
480,62,GB,LDPE/ metallisedPET/PP,N
740,61,DE,Ampulle in Faltschachtel,N
740,61,GB,ampoule in folding box,N
KO200,75,DE,Muttergärten als Vermehrungsanlagen für Edelreiser,N
KO200,75,GB,mother plantings as propagation use for fruit scion,N
SF302,74,DE,"Beim Umgang mit frisch behandelten Pflanzgut sind Schutzanzug gegen Pflanzenschutzmittel, festes Schuhwerk und Schutzhandschuhe zu tragen.",N
SF302,74,GB,"Protective gloves, a protective suit against pesticides and sturdy footwear must be worn when handling freshly treated planting material.",N
AP03066,75,DE,"maximaler Mittelaufwand 66 ml/ha (entsprechend maximal 1,1 Saatguteinheiten oder 110.000 Körner pro ha)",N
AP03066,75,GB,maximum application rate 66 mL/ha (equivalent to a maximum of 1.1 seed units or 110.000 seeds per ha),N
SF433,74,DE,"Eine Kohlenstoffdioxidkonzentration von 3000 ppm in angrenzenden Flächen, auf denen sich unbeteiligte Dritte aufhalten können, darf nicht überschritten werden. Die Einhaltung der Grenzwerte ist durch Kontrollmessungen/Monitoring der Kohlenstoffdioxidkonzentrationen in der Umgebungsluft zu bestätigen",N
WP683-2,74,GB,"Manure, liquid manure or compost from animals whose litter accrue from areas treated with the product, may be applied only to grassland, to cereals or maize. All other crops might be damaged.",N
