m_row$$,awg_id,kultur,ausgenommen,sortier_nr
AAAxb2AAEAAACXiABf,024436-82/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABg,024436-83/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABh,024436-84/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABi,024436-85/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABj,024436-86/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABk,024436-87/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABl,024436-88/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABm,024436-89/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABn,024436-90/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABo,024436-91/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABp,024436-92/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABq,024436-93/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABr,024436-94/00-026,NNNKF,N,1.0
AAAxb2AAEAAACXiABs,024436-63/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiABt,024436-64/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiABu,024436-65/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiABv,024436-66/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiABw,024436-67/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiABx,024436-68/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiABy,024436-69/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiABz,024436-70/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB0,024436-74/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB1,024436-75/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB2,024436-76/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB3,024436-77/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB4,024436-78/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB5,024436-79/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB6,024436-80/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB7,024436-81/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB8,024436-82/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB9,024436-83/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB+,024436-84/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiAB/,024436-85/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACA,024436-86/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACB,024436-87/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACC,024436-88/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACD,024436-89/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACE,024436-90/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACF,024436-91/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACG,024436-92/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACH,024436-93/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACI,024436-94/00-026,ALLSC,J,2.0
AAAxb2AAEAAACXiACJ,024436-63/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACK,024436-64/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACL,024436-65/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACM,024436-66/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACN,024436-67/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACO,024436-68/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACP,024436-69/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACQ,024436-70/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACR,024436-74/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACS,024436-75/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACT,024436-76/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACU,024436-77/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACV,024436-78/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACW,024436-79/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACX,024436-80/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACY,024436-81/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACZ,024436-82/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACa,024436-83/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACb,024436-84/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACc,024436-85/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACd,024436-86/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACe,024436-87/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACf,024436-88/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACg,024436-89/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACh,024436-90/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACi,024436-91/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACj,024436-92/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACk,024436-93/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACl,024436-94/00-027,ALLSC,J,2.0
AAAxb2AAEAAACXiACm,024436-63/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACn,024436-64/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACo,024436-65/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACp,024436-66/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACq,024436-67/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACr,024436-68/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACs,024436-69/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACt,024436-70/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACu,024436-74/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACv,024436-75/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXiACw,024436-76/00-027,NNNKF,N,1.0
AAAxb2AAEAAACXjAAA,008883-61/02-005,SOLME,N,2.0
AAAxb2AAEAAACXjAAB,008883-60/02-005,CPSAN,N,3.0
AAAxb2AAEAAACXjAAC,008883-61/02-005,CPSAN,N,3.0
AAAxb2AAEAAACXjAAD,008883-60/02-006,LYPES,N,1.0
AAAxb2AAEAAACXjAAE,008883-61/02-006,LYPES,N,1.0
AAAxb2AAEAAACXjAAF,008883-60/02-006,SOLME,N,2.0
AAAxb2AAEAAACXjAAG,008883-61/02-006,SOLME,N,2.0
AAAxb2AAEAAACXjAAH,008883-60/02-009,NNNKF,N,2.0
AAAxb2AAEAAACXjAAI,008883-61/02-009,NNNKF,N,2.0
AAAxb2AAEAAACXjAAJ,008883-60/02-010,ROSSS,N,1.0
AAAxb2AAEAAACXjAAK,008883-61/02-010,ROSSS,N,1.0
AAAxb2AAEAAACXjAAL,008883-60/02-011,ROSSS,N,1.0
AAAxb2AAEAAACXjAAM,008883-61/02-011,ROSSS,N,1.0
AAAxb2AAEAAACXjAAN,008883-60/02-013,NNNZZ,N,1.0
AAAxb2AAEAAACXjAAO,008883-61/02-013,NNNZZ,N,1.0
AAAxb2AAEAAACXjAAP,008883-60/02-015,NIOTA,N,1.0
AAAxb2AAEAAACXjAAQ,008883-61/02-015,NIOTA,N,1.0
AAAxb2AAEAAACXjAAR,008883-60/02-017,NIOTA,N,1.0
AAAxb2AAEAAACXjAAS,008883-61/02-017,NIOTA,N,1.0
AAAxb2AAEAAACXjAAT,008883-60/02-020,NNNVB,N,1.0
AAAxb2AAEAAACXjAAU,008883-61/02-020,NNNVB,N,1.0
AAAxb2AAEAAADQ6ABG,027517-62/00-008,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABH,027517-60/00-009,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABI,027517-61/00-009,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABJ,027517-62/00-009,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABK,027517-60/00-010,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABL,027517-61/00-010,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABM,027517-62/00-010,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABN,027517-60/00-011,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABO,027517-61/00-011,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABP,027517-62/00-011,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABQ,027517-60/00-012,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABR,027517-61/00-012,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABS,027517-62/00-012,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABT,027517-60/00-013,SOLTU,N,1.0
AAAxb2AAEAAADQ6ABU,027517-61/00-013,SOLTU,N,1.0
AAAxb2AAEAAADQ6ABV,027517-62/00-013,SOLTU,N,1.0
AAAxb2AAEAAADQ6ABW,027744-60/00-001,NNNVV,N,1.0
AAAxb2AAEAAADQ6ABX,027744-60/00-002,NNNVV,N,1.0
AAAxb2AAEAAADQ6ABY,027744-60/00-003,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABZ,027744-60/00-004,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABa,027744-60/00-005,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABb,027744-60/00-006,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABc,034496-60/00-005,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABd,034496-61/00-005,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABe,034496-62/00-005,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABf,034496-60/00-008,NNNVV,N,1.0
AAAxb2AAEAAADQ6ABg,034496-61/00-008,NNNVV,N,1.0
AAAxb2AAEAAADQ6ABh,034496-62/00-008,NNNVV,N,1.0
AAAxb2AAEAAADQ6ABi,034496-60/00-009,NNNVV,N,1.0
AAAxb2AAEAAADQ6ABj,034496-61/00-009,NNNVV,N,1.0
AAAxb2AAEAAADQ6ABk,034496-62/00-009,NNNVV,N,1.0
AAAxb2AAEAAADQ6ABl,034496-60/00-010,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABm,034496-61/00-010,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABn,034496-62/00-010,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ABo,034496-60/00-011,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABp,034496-61/00-011,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABq,034496-62/00-011,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABr,034496-60/00-012,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABs,034496-61/00-012,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABt,034496-62/00-012,NNNOO,N,1.0
AAAxb2AAEAAADQ6ABu,044622-60/00-001,HORVW,N,2.0
AAAxb2AAEAAADQ6ABv,044622-61/00-001,HORVW,N,2.0
AAAxb2AAEAAADQ6ABw,044622-62/00-001,HORVW,N,2.0
AAAxb2AAEAAADQ6ABx,044622-60/00-001,SECCW,N,3.0
AAAxb2AAEAAADQ6ABy,044622-61/00-001,SECCW,N,3.0
AAAxb2AAEAAADQ6ABz,044622-62/00-001,SECCW,N,3.0
AAAxb2AAEAAADQ6AB0,044622-60/00-001,TRZAW,N,1.0
AAAxb2AAEAAADQ6AB1,044622-61/00-001,TRZAW,N,1.0
AAAxb2AAEAAADQ6AB2,044622-62/00-001,TRZAW,N,1.0
AAAxb2AAEAAADQ6AB3,044622-60/00-001,TTLWI,N,4.0
AAAxb2AAEAAADQ6AB4,044622-61/00-001,TTLWI,N,4.0
AAAxb2AAEAAADQ6AB5,044622-62/00-001,TTLWI,N,4.0
AAAxb2AAEAAADQ6AB6,044622-60/00-002,HORVW,N,2.0
AAAxb2AAEAAADQ6AB7,044622-61/00-002,HORVW,N,2.0
AAAxb2AAEAAADQ6AB8,044622-62/00-002,HORVW,N,2.0
AAAxb2AAEAAADQ6AB9,044622-60/00-002,SECCW,N,3.0
AAAxb2AAEAAADQ6AB+,044622-61/00-002,SECCW,N,3.0
AAAxb2AAEAAADQ6AB/,044622-62/00-002,SECCW,N,3.0
AAAxb2AAEAAADQ6ACA,044622-60/00-002,TRZAW,N,1.0
AAAxb2AAEAAADQ6ACB,044622-61/00-002,TRZAW,N,1.0
AAAxb2AAEAAADQ6ACC,044622-62/00-002,TRZAW,N,1.0
AAAxb2AAEAAADQ6ACD,044622-60/00-002,TTLWI,N,4.0
AAAxb2AAEAAADQ6ACE,044622-61/00-002,TTLWI,N,4.0
AAAxb2AAEAAADQ6ACF,044622-62/00-002,TTLWI,N,4.0
AAAxb2AAEAAADQ6ACG,044622-60/00-003,AVESA,N,2.0
AAAxb2AAEAAADQ6ACH,044622-61/00-003,AVESA,N,2.0
AAAxb2AAEAAADQ6ACI,044622-62/00-003,AVESA,N,2.0
AAAxb2AAEAAADQ6ACJ,044622-60/00-003,HORVS,N,3.0
AAAxb2AAEAAADQ6ACK,044622-61/00-003,HORVS,N,3.0
AAAxb2AAEAAADQ6ACL,044622-62/00-003,HORVS,N,3.0
AAAxb2AAEAAADQ6ACM,044622-60/00-003,TRZAS,N,1.0
AAAxb2AAEAAADQ6ACN,044622-61/00-003,TRZAS,N,1.0
AAAxb2AAEAAADQ6ACO,044622-62/00-003,TRZAS,N,1.0
AAAxb2AAEAAADQ6ACP,044622-60/00-004,HORVW,N,2.0
AAAxb2AAEAAADQ6ACQ,044622-61/00-004,HORVW,N,2.0
AAAxb2AAEAAADQ6ACR,044622-62/00-004,HORVW,N,2.0
AAAxb2AAEAAADQ6ACS,044622-60/00-004,SECCW,N,4.0
AAAxb2AAEAAADQ6ACT,044622-61/00-004,SECCW,N,4.0
AAAxb2AAEAAADQ6ACU,044622-62/00-004,SECCW,N,4.0
AAAxb2AAEAAADQ6ACV,044622-60/00-004,TRZAW,N,1.0
AAAxb2AAEAAADQ6ACW,044622-61/00-004,TRZAW,N,1.0
AAAxb2AAEAAADQ6ACX,044622-62/00-004,TRZAW,N,1.0
AAAxb2AAEAAADQ6ACY,044622-60/00-004,TTLWI,N,3.0
AAAxb2AAEAAADQ6ACZ,044622-61/00-004,TTLWI,N,3.0
AAAxb2AAEAAADQ6ACa,044622-62/00-004,TTLWI,N,3.0
AAAxb2AAEAAADQ6ACb,008016-60/00-001,SOLTU,N,1.0
AAAxb2AAEAAADQ6ACc,008016-61/00-001,SOLTU,N,1.0
AAAxb2AAEAAADQ6ACd,008016-62/00-001,SOLTU,N,1.0
AAAxb2AAEAAADQ6ACe,008016-60/00-002,SOLTU,N,1.0
AAAxb2AAEAAADQ6ACf,008016-61/00-002,SOLTU,N,1.0
AAAxb2AAEAAADQ6ACg,008016-62/00-002,SOLTU,N,1.0
AAAxb2AAEAAADQ6ACh,008016-60/00-003,NNNVV,N,1.0
AAAxb2AAEAAADQ6ACi,008016-61/00-003,NNNVV,N,1.0
AAAxb2AAEAAADQ6ACj,008016-62/00-003,NNNVV,N,1.0
AAAxb2AAEAAADQ6ACk,008016-60/00-004,NNNVV,N,1.0
AAAxb2AAEAAADQ6ACl,008016-61/00-004,NNNVV,N,1.0
AAAxb2AAEAAADQ6ACm,008016-62/00-004,NNNVV,N,1.0
AAAxb2AAEAAADQ6ACn,008016-60/00-005,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ACo,008016-61/00-005,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ACp,008016-62/00-005,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ACq,008016-60/00-006,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ACr,008016-61/00-006,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ACs,008016-62/00-006,NNNZZ,N,1.0
AAAxb2AAEAAADQ6ACt,008016-60/00-007,NNNOO,N,1.0
AAAxb2AAEAAADQ6ACu,008016-61/00-007,NNNOO,N,1.0
AAAxb2AAEAAADQ6ACv,008016-62/00-007,NNNOO,N,1.0
AAAxb2AAEAAADQ6ACw,008016-60/00-008,NNNOO,N,1.0
AAAxb2AAEAAADQ7AAA,008016-61/00-008,NNNOO,N,1.0
AAAxb2AAEAAADQ7AAB,008016-62/00-008,NNNOO,N,1.0
AAAxb2AAEAAADQ7AAC,024487-60/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAD,024487-65/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAE,024487-66/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAF,024487-67/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAG,024487-68/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAH,024487-69/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAI,024487-70/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAJ,024487-71/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAK,024487-72/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAL,024487-73/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAM,024487-74/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAN,024487-75/00-001,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAO,024487-60/00-002,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAP,024487-65/00-002,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAQ,024487-66/00-002,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAR,024487-67/00-002,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAS,024487-68/00-002,TRZSS,N,1.0
AAAxb2AAEAAADQ7AAT,024487-69/00-002,TRZSS,N,1.0
AAAxb2AAEAAADLpACN,00B524-00/01-008,SINAL,N,2.0
AAAxb2AAEAAADLpACO,00B524-00/01-008,BRSNI,N,3.0
AAAxb2AAEAAADLpACP,00B524-00/01-008,BRSJU,N,4.0
AAAxb2AAEAAADLpACQ,00B524-00/01-008,BRSRO,N,5.0
AAAxb2AAEAAADLpACR,00B524-00/01-009,SECCS,N,1.0
AAAxb2AAEAAADLpACS,00B524-00/01-009,TRZDS,N,2.0
AAAxb2AAEAAADLpACT,00B524-00/01-009,TRZMO,N,3.0
AAAxb2AAEAAADLpACU,00B524-00/01-009,TRZDI,N,4.0
AAAxb2AAEAAADLpACV,00B524-00/01-009,TTLSO,N,5.0
AAAxb2AAEAAADLpACW,00B524-00/01-010,NIOTA,N,1.0
AAAxb2AAEAAADLpACX,00A695-00/05-001,NNNZZ,N,1.0
AAAxb2AAEAAADLpACY,00A695-00/05-002,NNNZZ,N,1.0
AAAxb2AAEAAACXuACg,024436-66/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACh,024436-67/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACi,024436-68/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACj,024436-69/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACk,024436-70/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACl,024436-74/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACm,024436-75/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACn,024436-76/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACo,024436-77/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACp,024436-78/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACq,024436-79/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACr,024436-80/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACs,024436-81/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACt,024436-82/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACu,024436-83/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACv,024436-84/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXuACw,024436-85/00-038,LGNSI,N,1.0
AAAxb2AAEAAACXvAAA,024436-67/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAB,024436-68/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAC,024436-69/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAD,024436-70/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAE,024436-74/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAF,024436-75/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAG,024436-76/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAH,024436-77/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAI,024436-78/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAJ,024436-79/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAK,024436-80/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAL,024436-81/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAM,024436-82/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAN,024436-83/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAO,024436-84/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAP,024436-85/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAQ,024436-86/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAR,024436-87/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAS,024436-88/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAT,024436-89/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAU,024436-90/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAV,024436-91/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAW,024436-92/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAX,024436-93/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAY,024436-94/10-001,RUBFR,N,2.0
AAAxb2AAEAAACXvAAZ,024436-63/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAa,024436-64/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAb,024436-65/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAc,024436-66/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAd,024436-67/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAe,024436-68/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAf,024436-69/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAg,024436-70/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAh,024436-74/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAi,024436-75/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAj,024436-76/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAk,024436-77/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAl,024436-78/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAm,024436-79/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAn,024436-80/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAo,024436-81/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAp,024436-82/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAq,024436-83/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAr,024436-84/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAs,024436-85/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAt,024436-86/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAu,024436-87/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAv,024436-88/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAw,024436-89/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAx,024436-90/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAy,024436-91/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAAz,024436-92/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAA0,024436-93/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAA1,024436-94/10-002,FRAAN,N,1.0
AAAxb2AAEAAACXvAA2,024436-63/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvAA3,024436-64/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvAA4,024436-65/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvAA5,024436-66/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvAA6,024436-67/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvAA7,024436-68/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvAA8,024436-69/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvAA9,024436-70/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvAA+,024436-74/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvAA/,024436-75/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABA,024436-76/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABB,024436-77/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABC,024436-78/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABD,024436-79/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABE,024436-80/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABF,024436-81/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABG,024436-82/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABH,024436-83/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABI,024436-84/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABJ,024436-85/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABK,024436-86/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABL,024436-87/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABM,024436-88/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABN,024436-89/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABO,024436-90/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABP,024436-91/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABQ,024436-92/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABR,024436-93/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABS,024436-94/10-003,NNNOJ,N,1.0
AAAxb2AAEAAACXvABT,024436-63/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABU,024436-64/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABV,024436-65/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABW,024436-66/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABX,024436-67/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABY,024436-68/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABZ,024436-69/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABa,024436-70/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABb,024436-74/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABc,024436-75/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABd,024436-76/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABe,024436-77/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABf,024436-78/10-004,FRAAN,N,1.0
AAAxb2AAEAAACXvABg,024436-79/10-004,FRAAN,N,1.0
