m_row$$,awg_id,kultur,ausgenommen,sortier_nr
AAAxb2AAEAAADR6AAq,024366-60/05-001,VLLLO,N,1.0
AAAxb2AAEAAADR6AAr,007525-60/00-001,NNNAC,N,1.0
AAAxb2AAEAAADR6AAs,007525-60/00-002,NNNGE,N,1.0
AAAxb2AAEAAADR6AAt,007525-60/00-003,NNNGE,N,1.0
AAAxb2AAEAAADR6AAu,007525-60/00-004,NNNFW,N,1.0
AAAxb2AAEAAADR6AAv,007525-60/00-005,NNNAC,N,1.0
AAAxb2AAEAAADR6AAw,007525-60/00-006,NNNVV,N,1.0
AAAxb2AAEAAADR6AAx,007525-60/00-007,YSTIL,N,1.0
AAAxb2AAEAAADR6AAy,007525-60/00-008,NNNOK,N,1.0
AAAxb2AAEAAADR6AAz,007525-60/00-009,VITVI,N,0.0
AAAxb2AAEAAADR6AA0,007525-60/00-012,NNNAC,N,1.0
AAAxb2AAEAAADR6AA1,007525-60/00-014,YNKOB,N,1.0
AAAxb2AAEAAADR6AA2,007525-60/00-015,NNNAC,N,1.0
AAAxb2AAEAAADR6AA3,007525-60/00-016,NNNVV,N,1.0
AAAxb2AAEAAADR6AA4,007525-60/00-017,NNNZZ,N,1.0
AAAxb2AAEAAADR6AA5,007525-60/00-017,NNNZW,N,2.0
AAAxb2AAEAAADR6AA6,007525-60/00-018,NNNOS,N,1.0
AAAxb2AAEAAADR6AA7,007525-60/00-019,NNNOJ,N,1.0
AAAxb2AAEAAADR6AA8,007525-60/00-020,BRSAB,N,1.0
AAAxb2AAEAAADR6AA9,007525-60/00-020,SINSS,N,2.0
AAAxb2AAEAAADR6AA+,007525-60/00-021,LIUUT,N,1.0
AAAxb2AAEAAADR6AA/,007525-60/00-022,PIBSA,N,2.0
AAAxb2AAEAAADR6ABA,007525-60/00-022,LUPSS,N,3.0
AAAxb2AAEAAADR6ABB,007525-60/00-022,VICFM,N,1.0
AAAxb2AAEAAADR6ABC,027821-60/00-001,NNNZW,N,1.0
AAAxb2AAEAAACWoAB3,006299-60/00-002,NNNZZ,N,1.0
AAAxb2AAEAAACWoAB4,006299-61/00-002,NNNZZ,N,1.0
AAAxb2AAEAAACWoAB5,006299-60/00-003,ROSSS,N,1.0
AAAxb2AAEAAACWoAB6,006299-61/00-003,ROSSS,N,1.0
AAAxb2AAEAAACWoAB7,006299-60/00-004,CUMSA,N,1.0
AAAxb2AAEAAACWoAB8,006299-61/00-004,CUMSA,N,1.0
AAAxb2AAEAAACWoAB9,006299-60/00-004,CUUPG,N,2.0
AAAxb2AAEAAACWoAB+,006299-61/00-004,CUUPG,N,2.0
AAAxb2AAEAAACWoAB/,006299-60/00-005,CUMSA,N,1.0
AAAxb2AAEAAACWoACA,006299-61/00-005,CUMSA,N,1.0
AAAxb2AAEAAACWoACB,006299-60/00-006,CUUPG,N,1.0
AAAxb2AAEAAACWoACC,006299-61/00-006,CUUPG,N,1.0
AAAxb2AAEAAACWoACD,006299-60/00-007,NNNKF,N,1.0
AAAxb2AAEAAACWoACE,006299-61/00-007,NNNKF,N,1.0
AAAxb2AAEAAACWoACF,006299-60/00-008,NNNZZ,N,1.0
AAAxb2AAEAAACWoACG,006299-61/00-008,NNNZZ,N,1.0
AAAxb2AAEAAACWoACH,008405-60/08-001,NNNKF,N,1.0
AAAxb2AAEAAACWoACI,008405-61/08-001,NNNKF,N,1.0
AAAxb2AAEAAACWoACJ,008405-60/08-002,NNNKF,N,1.0
AAAxb2AAEAAACWoACK,008405-61/08-002,NNNKF,N,1.0
AAAxb2AAEAAACWoACL,00A501-60/00-001,BRSNW,N,1.0
AAAxb2AAEAAACWoACM,00A501-61/00-001,BRSNW,N,1.0
AAAxb2AAEAAACWoACN,00A501-60/00-002,SINAL,N,1.0
AAAxb2AAEAAACWoACO,00A501-61/00-002,SINAL,N,1.0
AAAxb2AAEAAACWoACP,00A501-60/00-003,LIUUT,N,1.0
AAAxb2AAEAAACWoACQ,00A501-61/00-003,LIUUT,N,1.0
AAAxb2AAEAAACWoACR,00A501-60/00-004,LUPSS,N,2.0
AAAxb2AAEAAACWoACS,00A501-61/00-004,LUPSS,N,2.0
AAAxb2AAEAAACWoACT,00A501-60/00-004,VICFM,N,1.0
AAAxb2AAEAAACWoACU,00A501-61/00-004,VICFM,N,1.0
AAAxb2AAEAAACWoACV,00A501-60/00-005,PIBSA,N,1.0
AAAxb2AAEAAACWoACW,00A501-61/00-005,PIBSA,N,1.0
AAAxb2AAEAAACWoACX,00A501-60/00-006,BEAVA,N,1.0
AAAxb2AAEAAACWoACY,00A501-61/00-006,BEAVA,N,1.0
AAAxb2AAEAAACWoACZ,00A501-60/00-006,BEAVC,N,2.0
AAAxb2AAEAAACWoACa,00A501-61/00-006,BEAVC,N,2.0
AAAxb2AAEAAACWoACb,00A501-60/00-007,PAPSO,N,1.0
AAAxb2AAEAAACWoACc,00A501-61/00-007,PAPSO,N,1.0
AAAxb2AAEAAACWoACd,00A501-60/00-008,BRSNW,N,1.0
AAAxb2AAEAAACWoACe,00A501-61/00-008,BRSNW,N,1.0
AAAxb2AAEAAACWoACf,00A501-60/00-009,SINAL,N,1.0
AAAxb2AAEAAACWoACg,00A501-61/00-009,SINAL,N,1.0
AAAxb2AAEAAACWoACh,00A501-60/00-010,LIUUT,N,1.0
AAAxb2AAEAAACWoACi,00A501-61/00-010,LIUUT,N,1.0
AAAxb2AAEAAACWoACj,00A501-60/00-011,LUPSS,N,2.0
AAAxb2AAEAAACWoACk,00A501-61/00-011,LUPSS,N,2.0
AAAxb2AAEAAACWoACl,025078-60/00-001,ZEAMX,N,1.0
AAAxb2AAEAAACWoACm,025078-61/00-001,ZEAMX,N,1.0
AAAxb2AAEAAACWoACn,025078-62/00-001,ZEAMX,N,1.0
AAAxb2AAEAAACWoACo,025078-63/00-001,ZEAMX,N,1.0
AAAxb2AAEAAACWoACp,025078-60/01-001,BRSNW,N,1.0
AAAxb2AAEAAACWoACq,025078-61/01-001,BRSNW,N,1.0
AAAxb2AAEAAACWoACr,025078-62/01-001,BRSNW,N,1.0
AAAxb2AAEAAACWoACs,025078-63/01-001,BRSNW,N,1.0
AAAxb2AAEAAACWoACt,025078-60/02-001,NNNZS,N,1.0
AAAxb2AAEAAACWoACu,025078-61/02-001,NNNZS,N,1.0
AAAxb2AAEAAACWoACv,025078-62/02-001,NNNZS,N,1.0
AAAxb2AAEAAACWoACw,025078-63/02-001,NNNZS,N,1.0
AAAxb2AAEAAACWpAAA,024645-68/02-003,BRSNA,N,1.0
AAAxb2AAEAAACWpAAB,024645-69/02-003,BRSNA,N,1.0
AAAxb2AAEAAACWpAAC,024645-70/02-003,BRSNA,N,1.0
AAAxb2AAEAAACWpAAD,024645-71/02-003,BRSNA,N,1.0
AAAxb2AAEAAACWpAAE,024645-72/02-003,BRSNA,N,1.0
AAAxb2AAEAAACWpAAF,024645-60/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAG,024645-61/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAH,024645-63/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAI,024645-64/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAJ,024645-65/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAK,024645-66/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAL,024645-67/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAM,024645-68/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAN,024645-69/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAO,024645-70/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAP,024645-71/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAQ,024645-72/02-004,BEAVX,N,1.0
AAAxb2AAEAAACWpAAR,024645-60/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAS,024645-61/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAT,024645-63/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAU,024645-64/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAV,024645-65/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAW,024645-66/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAX,024645-67/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAY,024645-68/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAZ,024645-69/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAa,024645-70/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAb,024645-71/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAc,024645-72/02-005,SPQOL,N,1.0
AAAxb2AAEAAACWpAAd,024645-60/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAe,024645-61/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAf,024645-63/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAg,024645-64/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAh,024645-65/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAi,024645-66/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAj,024645-67/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAk,024645-68/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAl,024645-69/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAm,024645-70/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAn,024645-71/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAo,024645-72/02-006,BRSOG,N,1.0
AAAxb2AAEAAACWpAAp,024645-60/02-007,PARCT,N,1.0
AAAxb2AAEAAACWpAAq,024645-61/02-007,PARCT,N,1.0
AAAxb2AAEAAACWpAAr,024645-63/02-007,PARCT,N,1.0
AAAxb2AAEAAACWpAAs,024645-64/02-007,PARCT,N,1.0
AAAxb2AAEAAACWpAAt,024645-65/02-007,PARCT,N,1.0
AAAxb2AAEAAACWpAAu,024645-66/02-007,PARCT,N,1.0
AAAxb2AAEAAACWpAAv,024645-67/02-007,PARCT,N,1.0
AAAxb2AAEAAACW8AA/,026282-62/00-001,SOLTU,N,1.0
AAAxb2AAEAAACW8ABA,026282-63/00-001,SOLTU,N,1.0
AAAxb2AAEAAACW8ABB,008113-60/00-001,VITVI,N,1.0
AAAxb2AAEAAACW8ABC,008316-60/00-002,HORVX,N,1.0
AAAxb2AAEAAACW8ABD,008316-60/00-003,SECCE,N,1.0
AAAxb2AAEAAACW8ABE,008316-60/00-004,AVESS,N,1.0
AAAxb2AAEAAACW8ABF,008316-60/00-005,BRSNN,N,1.0
AAAxb2AAEAAACW8ABG,008316-60/00-006,ASPOF,N,1.0
AAAxb2AAEAAACW8ABH,008316-60/00-007,PIBSA,N,1.0
AAAxb2AAEAAACW8ABI,008316-60/00-008,ALLCE,N,1.0
AAAxb2AAEAAACW8ABJ,008316-60/00-009,ALLPO,N,1.0
AAAxb2AAEAAACW8ABK,008316-60/00-010,DAUCS,N,1.0
AAAxb2AAEAAACW8ABL,008316-60/00-011,SOLTU,N,1.0
AAAxb2AAEAAACW8ABM,008316-60/00-012,NNNKO,N,1.0
AAAxb2AAEAAACW8ABN,008316-60/00-013,VICFM,N,1.0
AAAxb2AAEAAACW8ABO,008316-60/00-014,TRZSS,N,1.0
AAAxb2AAEAAACW8ABP,008316-60/00-015,TRZSS,N,1.0
AAAxb2AAEAAACW8ABQ,008316-60/00-016,TRZSS,N,1.0
AAAxb2AAEAAACW8ABR,008316-60/00-017,TRZSS,N,1.0
AAAxb2AAEAAACW8ABS,008316-60/00-018,HORVX,N,1.0
AAAxb2AAEAAACW8ABT,008316-60/00-023,TTLSS,N,1.0
AAAxb2AAEAAACW8ABU,008316-60/00-027,BRSNN,N,1.0
AAAxb2AAEAAACW8ABV,008316-60/00-028,PIBSA,N,1.0
AAAxb2AAEAAACW8ABW,008316-60/00-029,PIBSA,N,1.0
AAAxb2AAEAAACW8ABX,008316-60/00-031,SOLTU,N,1.0
AAAxb2AAEAAACW8ABY,008316-60/00-032,NNNKO,N,1.0
AAAxb2AAEAAACW8ABZ,008316-60/00-033,NNNKK,N,1.0
AAAxb2AAEAAACW8ABa,008316-60/00-035,BRSOB,N,1.0
AAAxb2AAEAAACW8ABb,008316-60/00-035,BRSOK,N,2.0
AAAxb2AAEAAACW8ABc,008316-60/00-036,BRSOB,N,1.0
AAAxb2AAEAAACW8ABd,008316-60/00-036,BRSOK,N,2.0
AAAxb2AAEAAACW8ABe,008316-60/00-037,BRSOB,N,1.0
AAAxb2AAEAAACW8ABf,008316-60/00-037,BRSOK,N,2.0
AAAxb2AAEAAADLtACZ,024424-00/03-002,RIBRU,N,2.0
AAAxb2AAEAAADLtACa,024424-00/03-002,RIBRW,N,3.0
AAAxb2AAEAAADLtACb,024424-00/03-003,RIBNI,N,1.0
AAAxb2AAEAAADLtACc,024424-00/03-003,RIBRU,N,2.0
AAAxb2AAEAAADLtACd,024424-00/03-003,RIBRW,N,3.0
AAAxb2AAEAAADLtACe,006860-00/00-001,SOLTU,N,1.0
AAAxb2AAEAAADLtACf,006860-00/01-001,CUMSA,N,1.0
AAAxb2AAEAAADLtACg,006860-00/01-002,CUMSA,N,1.0
AAAxb2AAEAAADLtACh,006860-00/01-003,LYPES,N,1.0
AAAxb2AAEAAADLtACi,006860-00/01-004,LYPES,N,
AAAxb2AAEAAADLtACj,006860-00/01-004,SOLME,N,2.0
AAAxb2AAEAAADLtACk,006860-00/01-005,CUUPM,N,2.0
AAAxb2AAEAAADLtACl,006860-00/01-005,CUUPG,N,1.0
AAAxb2AAEAAADLtACm,006860-00/01-006,CUUMO,N,3.0
AAAxb2AAEAAADLtACn,006860-00/01-006,CUUMX,N,4.0
AAAxb2AAEAAADLtACo,006860-00/01-006,CUUPE,N,2.0
AAAxb2AAEAAADLtACp,006860-00/01-006,LGNSI,N,1.0
AAAxb2AAEAAADLtACq,006860-00/01-007,CUUPG,N,1.0
AAAxb2AAEAAADLtACr,006860-00/04-001,NIOTA,N,1.0
AAAxb2AAEAAADLtACs,006860-00/06-001,NNNZZ,N,1.0
AAAxb2AAEAAADLtACt,006860-00/06-002,NNNZZ,N,1.0
AAAxb2AAEAAADLtACu,00B003-00/00-001,TRZSS,N,1.0
AAAxb2AAEAAADLtACv,00B003-00/00-002,SECCE,N,1.0
AAAxb2AAEAAADLtACw,00B003-00/00-002,TTLSS,N,2.0
AAAxb2AAEAAADLuAAA,00B003-00/00-003,HORVX,N,1.0
AAAxb2AAEAAADLuAAB,00B003-00/00-004,AVESS,N,1.0
AAAxb2AAEAAADLuAAC,00B003-00/00-005,BRSNN,N,1.0
AAAxb2AAEAAADLuAAD,00B003-00/00-006,PIBSA,N,1.0
AAAxb2AAEAAADLuAAE,00B003-00/00-007,VICFM,N,1.0
AAAxb2AAEAAADLuAAF,00B003-00/00-008,PIBST,N,1.0
AAAxb2AAEAAADLuAAG,00B003-00/00-009,ALLCE,N,1.0
AAAxb2AAEAAADLuAAH,00B003-00/00-010,DAUCS,N,1.0
AAAxb2AAEAAADLuAAI,00B003-00/00-011,ALLPO,N,1.0
AAAxb2AAEAAADLuAAJ,00B003-00/00-012,ASPOF,N,1.0
AAAxb2AAEAAADLuAAK,00B003-00/00-013,BRSOK,N,1.0
AAAxb2AAEAAADLuAAL,00B003-00/00-013,BRSOF,N,2.0
AAAxb2AAEAAADLuAAM,00B003-00/00-013,NNNKO,N,3.0
AAAxb2AAEAAADLuAAN,00B003-00/00-013,BRSOB,N,4.0
AAAxb2AAEAAADLuAAO,00B003-00/00-013,BRSOA,N,5.0
AAAxb2AAEAAADLuAAP,00B003-00/00-013,BRSOC,N,4.0
AAAxb2AAEAAADLuAAQ,00B003-00/00-014,SOLTU,N,1.0
AAAxb2AAEAAADLuAAR,00B003-00/00-015,SOLTU,N,1.0
AAAxb2AAEAAADLuAAS,00B003-00/00-016,ALLSA,N,1.0
AAAxb2AAEAAADLuAAT,00B003-00/00-016,ALLAS,N,2.0
AAAxb2AAEAAADLuAAU,00A695-00/01-001,ALLPO,N,1.0
AAAxb2AAEAAADLuAAV,00A695-00/01-007,ALLCE,N,1.0
AAAxb2AAEAAADLuAAW,00B221-00/00-001,VITVI,N,1.0
AAAxb2AAEAAADLuAAX,00B221-00/00-002,VITVI,N,1.0
AAAxb2AAEAAADLuAAY,00B168-00/01-001,NNNZZ,N,1.0
AAAxb2AAEAAADLuAAZ,00B168-00/01-002,NNNZZ,N,1.0
AAAxb2AAEAAADLuAAa,00B308-00/00-001,HORVS,N,1.0
AAAxb2AAEAAADLuAAb,00B308-00/00-001,TRZAS,N,2.0
AAAxb2AAEAAADLuAAc,00B308-00/00-001,AVESA,N,3.0
AAAxb2AAEAAADLuAAd,00B308-00/00-002,TRZAW,N,1.0
AAAxb2AAEAAADQpABB,050425-72/00-019,NNNZW,N,1.0
AAAxb2AAEAAADQpABC,050425-60/00-020,NNNZW,N,1.0
AAAxb2AAEAAADQpABD,050425-61/00-020,NNNZW,N,1.0
AAAxb2AAEAAADQpABE,050425-71/00-020,NNNZW,N,1.0
AAAxb2AAEAAADQpABF,050425-72/00-020,NNNZW,N,1.0
AAAxb2AAEAAADQpABG,034419-60/11-001,ASPOF,N,1.0
AAAxb2AAEAAADQpABH,034419-60/11-002,ASPOF,N,1.0
AAAxb2AAEAAADQpABI,034419-60/04-002,MYOSS,N,9.0
AAAxb2AAEAAADQpABJ,034419-60/04-002,GEBJA,N,12.0
AAAxb2AAEAAADQpABK,034419-60/04-002,CYZSS,N,7.0
AAAxb2AAEAAADQpABL,034419-60/04-002,DINCA,N,2.0
AAAxb2AAEAAADQpABM,034419-60/04-002,FIUBE,N,3.0
AAAxb2AAEAAADQpABN,034419-60/04-002,GYPSS,N,8.0
AAAxb2AAEAAADQpABO,034419-60/04-002,HYESS,N,4.0
AAAxb2AAEAAADQpABP,034419-60/04-002,PRIVU,N,5.0
AAAxb2AAEAAADQpABQ,034419-60/04-002,ROSSS,N,6.0
AAAxb2AAEAAADQpABR,034419-60/04-002,VIOWH,N,1.0
AAAxb2AAEAAADQpABS,034419-60/04-002,PEUHY,N,10.0
AAAxb2AAEAAADQpABT,034419-60/04-002,CHYVE,N,
AAAxb2AAEAAADQpABU,043743-61/01-001,VITVI,N,1.0
AAAxb2AAEAAADQpABV,043743-62/01-001,VITVI,N,1.0
AAAxb2AAEAAADQpABW,043743-63/01-001,VITVI,N,1.0
AAAxb2AAEAAADQpABX,043743-64/01-001,VITVI,N,1.0
AAAxb2AAEAAADQpABY,043743-65/01-001,VITVI,N,1.0
AAAxb2AAEAAADQpABZ,043743-66/01-001,VITVI,N,1.0
AAAxb2AAEAAADQpABa,043743-67/01-001,VITVI,N,1.0
AAAxb2AAEAAADQpABb,043743-68/01-001,VITVI,N,1.0
AAAxb2AAEAAADQpABc,043743-69/01-001,VITVI,N,1.0
AAAxb2AAEAAADQpABd,007028-60/00-014,FRAAN,N,1.0
AAAxb2AAEAAADQpABe,007028-60/00-016,FRAAN,N,1.0
AAAxb2AAEAAADQpABf,007028-60/00-028,RAPSR,N,
AAAxb2AAEAAADQpABg,007028-60/00-028,RAPSN,N,2.0
AAAxb2AAEAAADQpABh,007028-60/00-029,RAPSR,N,2.0
AAAxb2AAEAAADQpABi,007028-60/00-029,RAPSN,N,1.0
AAAxb2AAEAAADQpABj,007028-60/00-036,LYPES,N,1.0
AAAxb2AAEAAADQpABk,007028-60/00-037,LYPES,N,1.0
AAAxb2AAEAAADQpABl,007028-60/00-040,SOLME,N,1.0
AAAxb2AAEAAADQpABm,007028-60/00-041,SOLME,N,1.0
AAAxb2AAEAAADQpABn,007028-60/00-042,SOLME,N,1.0
AAAxb2AAEAAADQpABo,007028-60/00-043,SOLME,N,1.0
AAAxb2AAEAAADQpABp,007028-60/00-050,CUMSA,N,1.0
AAAxb2AAEAAADQpABq,007028-60/00-051,CUMSA,N,1.0
AAAxb2AAEAAADQpABr,007028-60/00-052,CUMSA,N,1.0
AAAxb2AAEAAADQpABs,007028-60/00-053,CUMSA,N,1.0
AAAxb2AAEAAADQpABt,007028-60/00-054,CUUMO,N,3.0
AAAxb2AAEAAADQpABu,007028-60/00-054,CUUMX,N,4.0
AAAxb2AAEAAADQpABv,007028-60/00-054,CUUPE,N,2.0
AAAxb2AAEAAADQpABw,007028-60/00-054,LGNSI,N,1.0
AAAxb2AAEAAADQpABx,007028-60/00-055,CUUMO,N,3.0
AAAxb2AAEAAADQpABy,007028-60/00-055,CUUMX,N,4.0
AAAxb2AAEAAADQpABz,007028-60/00-055,CUUPE,N,2.0
AAAxb2AAEAAADQpAB0,007028-60/00-055,LGNSI,N,1.0
AAAxb2AAEAAADQpAB1,007028-60/00-056,CUUMO,N,3.0
AAAxb2AAEAAADQpAB2,007028-60/00-056,CUUMX,N,4.0
AAAxb2AAEAAADQpAB3,007028-60/00-056,CUUPE,N,2.0
AAAxb2AAEAAADQpAB4,007028-60/00-056,LGNSI,N,1.0
AAAxb2AAEAAADQpAB5,007028-60/00-057,CUUMO,N,3.0
AAAxb2AAEAAADQpAB6,007028-60/00-057,CUUMX,N,4.0
AAAxb2AAEAAADQpAB7,007028-60/00-057,CUUPE,N,2.0
AAAxb2AAEAAADQpAB8,007028-60/00-057,LGNSI,N,1.0
AAAxb2AAEAAADQpAB9,007028-60/00-058,CPSAN,N,1.0
AAAxb2AAEAAADQpAB+,007028-60/00-059,CPSAN,N,1.0
AAAxb2AAEAAADQpAB/,007028-60/00-060,CPSAN,N,1.0
AAAxb2AAEAAADQpACA,007028-60/00-061,CPSAN,N,1.0
AAAxb2AAEAAADQpACB,007028-60/00-078,VLLLO,N,1.0
AAAxb2AAEAAADQpACC,007028-60/00-079,VLLLO,N,1.0
AAAxb2AAEAAADQpACD,007028-60/00-107,NNNZZ,N,1.0
AAAxb2AAEAAADQpACE,007028-60/00-109,NNNZZ,N,1.0
AAAxb2AAEAAADQpACF,007029-60/00-014,FRAAN,N,1.0
AAAxb2AAEAAADQpACG,007029-61/00-014,FRAAN,N,1.0
AAAxb2AAEAAADQpACH,007029-60/00-016,FRAAN,N,1.0
AAAxb2AAEAAADQpACI,007029-61/00-016,FRAAN,N,1.0
AAAxb2AAEAAADQpACJ,007029-60/00-028,RAPSR,N,
AAAxb2AAEAAADQpACK,007029-61/00-028,RAPSR,N,
AAAxb2AAEAAADQpACL,007029-60/00-028,RAPSN,N,2.0
AAAxb2AAEAAADQpACM,007029-61/00-028,RAPSN,N,2.0
AAAxb2AAEAAADQpACN,007029-60/00-029,RAPSR,N,2.0
AAAxb2AAEAAADQpACO,007029-61/00-029,RAPSR,N,2.0
AAAxb2AAEAAADQpACP,007029-60/00-029,RAPSN,N,1.0
AAAxb2AAEAAADQpACQ,007029-61/00-029,RAPSN,N,1.0
AAAxb2AAEAAADQpACR,007029-60/00-036,LYPES,N,1.0
AAAxb2AAEAAADQpACS,007029-61/00-036,LYPES,N,1.0
AAAxb2AAEAAADQpACT,007029-60/00-037,LYPES,N,1.0
AAAxb2AAEAAADQpACU,007029-61/00-037,LYPES,N,1.0
AAAxb2AAEAAADQpACV,007029-60/00-040,SOLME,N,1.0
AAAxb2AAEAAACWsAB/,006220-63/01-004,VACCO,N,2.0
AAAxb2AAEAAACWsACA,006220-64/01-004,VACCO,N,2.0
AAAxb2AAEAAACWsACB,006220-60/01-004,SAMNI,N,1.0
AAAxb2AAEAAACWsACC,006220-61/01-004,SAMNI,N,1.0
AAAxb2AAEAAACWsACD,006220-62/01-004,SAMNI,N,1.0
AAAxb2AAEAAACWsACE,006220-63/01-004,SAMNI,N,1.0
AAAxb2AAEAAACWsACF,006220-64/01-004,SAMNI,N,1.0
AAAxb2AAEAAACWsACG,006220-60/02-001,MLSOF,N,1.0
AAAxb2AAEAAACWsACH,006220-61/02-001,MLSOF,N,1.0
AAAxb2AAEAAACWsACI,006220-62/02-001,MLSOF,N,1.0
AAAxb2AAEAAACWsACJ,006220-63/02-001,MLSOF,N,1.0
AAAxb2AAEAAACWsACK,006220-64/02-001,MLSOF,N,1.0
AAAxb2AAEAAACWsACL,006220-60/02-002,MLSOF,N,1.0
AAAxb2AAEAAACWsACM,006220-61/02-002,MLSOF,N,1.0
AAAxb2AAEAAACWsACN,006220-62/02-002,MLSOF,N,1.0
AAAxb2AAEAAACWsACO,006220-63/02-002,MLSOF,N,1.0
AAAxb2AAEAAACWsACP,006220-64/02-002,MLSOF,N,1.0
AAAxb2AAEAAACWsACQ,006220-60/02-003,MENSS,N,1.0
AAAxb2AAEAAACWsACR,006220-61/02-003,MENSS,N,1.0
AAAxb2AAEAAACWsACS,006220-62/02-003,MENSS,N,1.0
AAAxb2AAEAAACWsACT,006220-63/02-003,MENSS,N,1.0
AAAxb2AAEAAACWsACU,006220-64/02-003,MENSS,N,1.0
AAAxb2AAEAAACWsACV,006220-60/02-004,MENSS,N,1.0
AAAxb2AAEAAACWsACW,006220-61/02-004,MENSS,N,1.0
AAAxb2AAEAAACWsACX,006220-62/02-004,MENSS,N,1.0
AAAxb2AAEAAACWsACY,006220-63/02-004,MENSS,N,1.0
AAAxb2AAEAAACWsACZ,006220-64/02-004,MENSS,N,1.0
AAAxb2AAEAAACWsACa,006220-60/02-005,SAXSS,N,1.0
AAAxb2AAEAAACWsACb,006220-61/02-005,SAXSS,N,1.0
AAAxb2AAEAAACWsACc,006220-62/02-005,SAXSS,N,1.0
AAAxb2AAEAAACWsACd,006220-63/02-005,SAXSS,N,1.0
AAAxb2AAEAAACWsACe,006220-64/02-005,SAXSS,N,1.0
AAAxb2AAEAAACWsACf,006220-60/02-006,SAXSS,N,1.0
AAAxb2AAEAAACWsACg,006220-61/02-006,SAXSS,N,1.0
AAAxb2AAEAAACWsACh,006220-62/02-006,SAXSS,N,1.0
AAAxb2AAEAAACWsACi,006220-63/02-006,SAXSS,N,1.0
AAAxb2AAEAAACWsACj,006220-64/02-006,SAXSS,N,1.0
AAAxb2AAEAAACWsACk,006220-60/03-001,MATSS,N,1.0
AAAxb2AAEAAACWsACl,006220-61/03-001,MATSS,N,1.0
AAAxb2AAEAAACWsACm,006220-62/03-001,MATSS,N,1.0
AAAxb2AAEAAACWsACn,006220-63/03-001,MATSS,N,1.0
AAAxb2AAEAAACWsACo,006220-64/03-001,MATSS,N,1.0
AAAxb2AAEAAACWsACp,006220-60/03-002,PLALA,N,1.0
AAAxb2AAEAAACWsACq,006220-61/03-002,PLALA,N,1.0
AAAxb2AAEAAACWsACr,006220-62/03-002,PLALA,N,1.0
AAAxb2AAEAAACWsACs,006220-63/03-002,PLALA,N,1.0
AAAxb2AAEAAACWsACt,006220-64/03-002,PLALA,N,1.0
AAAxb2AAEAAACWsACu,006220-60/03-003,CIMRA,N,1.0
AAAxb2AAEAAACWsACv,006220-61/03-003,CIMRA,N,1.0
AAAxb2AAEAAACWsACw,006220-62/03-003,CIMRA,N,1.0
AAAxb2AAEAAACWtAAA,024646-66/00-007,NNNZG,N,1.0
AAAxb2AAEAAACWtAAB,024646-67/00-007,NNNZG,N,1.0
AAAxb2AAEAAACWtAAC,024646-60/00-008,NNNZG,N,1.0
AAAxb2AAEAAACWtAAD,024646-62/00-008,NNNZG,N,1.0
AAAxb2AAEAAACWtAAE,024646-63/00-008,NNNZG,N,1.0
AAAxb2AAEAAACWtAAF,024646-65/00-008,NNNZG,N,1.0
AAAxb2AAEAAACWtAAG,024646-66/00-008,NNNZG,N,1.0
AAAxb2AAEAAACWtAAH,024646-67/00-008,NNNZG,N,1.0
AAAxb2AAEAAACWtAAI,024646-60/00-009,YMBAM,N,1.0
AAAxb2AAEAAACWtAAJ,024646-62/00-009,YMBAM,N,1.0
